job,status,customer,order_date,part_number,description,rev,order_quantity,unit_price,total_price,net_shipped,order_unit,price_uom,sales_rep,customer_line2,job_revision
21-089,Complete,LIOCHEM1,2021-09-09T00:00:00,"13,000 GAL SST STORAGE TANK","13,000 GAL SST STORAGE TANK",,1,66675.00,66675.00,2,ea,ea,,6000175866,
21-090,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,2,ea,ea,,00048,
21-091,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-092,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-093,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,2,ea,ea,,00048,
21-094,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-095,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-096,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-097,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-098,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-099,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,87690.00,87690.00,1,ea,ea,,00048,
21-100,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-101,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-102,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-103,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-104,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-105,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-106,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-107,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-108,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-109,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-110,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-111,Complete,NEPHNITR,2021-09-28T00:00:00,"5,300 GAL MIXING-AGING TANK","5,300 GAL MIXING-AGING TANK",,1,83940.00,83940.00,1,ea,ea,,00048,
21-112,Complete,NEPHNITR,2021-09-28T00:00:00,"2,600 GAL COMPOUND TANK","2,600 GAL COMPOUND TANK",,1,71205.00,71205.00,1,ea,ea,,00048,
21-113,Complete,NEPHNITR,2021-09-28T00:00:00,"2,600 GAL COMPOUND TANK","2,600 GAL COMPOUND TANK",,1,71205.00,71205.00,2,ea,ea,,00048,
21-114,Complete,NEPHNITR,2021-09-28T00:00:00,"2,600 GAL COMPOUND TANK","2,600 GAL COMPOUND TANK",,1,71205.00,71205.00,1,ea,ea,,00048,
21-115,Complete,NEPHNITR,2021-09-28T00:00:00,"2,600 GAL COMPOUND TANK","2,600 GAL COMPOUND TANK",,1,71205.00,71205.00,1,ea,ea,,00048,
21-116,Complete,NEPHNITR,2021-09-28T00:00:00,"2,600 GAL COMPOUND TANK","2,600 GAL COMPOUND TANK",,1,71205.00,71205.00,1,ea,ea,,00048,
21-117,Complete,NEPHNITR,2021-09-28T00:00:00,"2,600 GAL COMPOUND TANK","2,600 GAL COMPOUND TANK",,1,71205.00,71205.00,1,ea,ea,,00048,
21-118,Complete,KRATCHEM,2021-09-27T00:00:00,SS DARK ROSIN TANK,SS DARK ROSIN TANK,,1,133000.00,133000.00,2,ea,ea,,4500259045,
21-119,Active,LEARWEST,2021-10-01T00:00:00,128 CST BURNED PLATES,128 CST BURNED PLATES,,1,6650.00,6650.00,0,ea,ea,,EMAIL,
21-120,Complete,ANDRITZI,2021-10-13T00:00:00,AGITATOR PLATE IN DUPLEX 2205,AGITATOR PLATE IN DUPLEX 2205,,1,2450.00,2450.00,0,ea,ea,,4503356309,
21-121,Complete,MILLIKEN,2021-10-26T00:00:00,"12"" ID X 39"" DISTILLATE TANK","12"" ID X 39"" DISTILLATE TANK",,1,15500.00,15500.00,1,ea,ea,,6701332481,
21-122,Complete,MILLIKEN,2021-10-26T00:00:00,"24"" OD X 39"" CAPACITY TANK","24"" OD X 39"" CAPACITY TANK",,1,17950.00,17950.00,1,ea,ea,,6701332481,
21-123,Complete,IMIINDUS,2021-10-26T00:00:00,CS LIQUID STORAGE TANK,CS LIQUID STORAGE TANK,,1,62600.00,62600.00,1,ea,ea,,204373,
21-124,Complete,IMIINDUS,2021-10-26T00:00:00,CS LIQUID STORAGE TANK,CS LIQUID STORAGE TANK,,1,62600.00,62600.00,1,ea,ea,,204373,
21-125,Active,PRYSMIAN,2021-10-26T00:00:00,SS HORIZONTAL PRESSURE VESSEL,SS HORIZONTAL PRESSURE VESSEL,,1,126250.00,126250.00,0,ea,ea,,4550025746,
21-126,Complete,PRYSMIAN,2021-10-26T00:00:00,SS HORIZONTAL PRESSURE VESSEL,SS HORIZONTAL PRESSURE VESSEL,,1,126250.00,126250.00,1,ea,ea,,4550025746,
21-127,Active,NOAHINDU,2021-10-29T00:00:00,HEAT TRANSFER CALCULATIONS,HEAT TRANSFER CALCULATION,,1,750.00,750.00,0,ea,ea,,EMAIL,
21-128,Complete,ROSENBLAD,2021-10-29T00:00:00,BEVEL & ROLL (3) SHELL PLATES,BEVEL & ROLL (3) SHELL PLATES,,1,1650.00,1650.00,1,ea,ea,,4157N202807,
21-129,Complete,OKONITE1,2021-11-09T00:00:00,"40,000 GAL DBL-WALL TANK","40,000 GAL DBL-WALL TANK",,1,219850.00,219850.00,2,ea,ea,,121_5098-0000-000,
21-130,Complete,ROSENBLAD,2021-11-11T00:00:00,BEVEL & ROLL (1) SHELL PLATE,BEVEL & ROLL (1) SHELL PLATE,,1,3750.00,3750.00,1,ea,ea,,4178B202811,
21-131,Complete,ROSENBLAD,2021-12-06T00:00:00,BEVEL & ROLL (1) SHELL PLATE,BEVEL & ROLL (1) SHELL PLATE,,1,1900.00,1900.00,1,ea,ea,,4196W193744,
21-132,Complete,ONEACONS,2021-12-08T00:00:00,NITROGEN BUFFER VESSEL V-4201,NITROGEN BUFFER VESSEL V-4201,,1,409500.00,409500.00,1,ea,ea,,20324-P-007A,
21-133,Complete,ONEACONS,2021-12-08T00:00:00,A CONDENSATE RECVR V-4401,A CONDENSATE RECVR V-4401,,1,29625.00,29625.00,1,ea,ea,,20324-P-007A,
21-134,Complete,ONEACONS,2021-12-08T00:00:00,15 PSI FLASH TANK V-4402,15 PSI FLASH TANK V-4402,,1,30550.00,30550.00,1,ea,ea,,20324-P-007A,
21-135,Complete,ONEACONS,2021-12-08T00:00:00,EXPANSION VESSEL V-6141,EXPANSION VESSEL V-6141,,1,33400.00,33400.00,2,ea,ea,,20324-P-007A,
21-136,Complete,ONEACONS,2021-12-08T00:00:00,EXPANSION VESSEL V-6141,EXPANSION VESSEL V-6141,,1,33400.00,33400.00,1,ea,ea,,20324-P-007A,
21-137,Complete,ONEACONS,2021-12-08T00:00:00,T. O. EXPANSION VESSEL V-7114,T. O. EXPANSION VESSEL V-7114,,1,17850.00,17850.00,1,ea,ea,,20324-P-007A,
21-138,Complete,GAF11111,2021-12-13T00:00:00,SS SKI PLATE,SS SKI PLATE,,1,435.00,435.00,1,ea,ea,,346980,
21-139,Complete,LEARWEST,2021-12-15T00:00:00,,ROLL (2) CST RINGS,,1,500.00,500.00,1,ea,ea,,VERBAL,
21-140,Complete,LIOCHEM1,2021-12-21T00:00:00,"13,000 GAL SS STORAGE TANK","13,000 GAL SS STORAGE TANK",,1,69250.00,69250.00,2,ea,ea,,6000192225,
21-141,Complete,ONEACONS,2021-12-27T00:00:00,THERMAL OIL MAINT VESSEL V4801,THERMAL OIL MAINT VESSEL V4801,,1,75952.00,75952.00,1,ea,ea,,20324-P-007B,
21-142,Complete,ONEACONS,2021-12-27T00:00:00,GAS LIQUID SEPARATOR V6102,GAS LIQUID SEPARATOR V6102,,1,53559.00,53559.00,1,ea,ea,,20324-P-007B,
21-143,Complete,ONEACONS,2021-12-27T00:00:00,GAS LIQUID SEPARATOR V6202,GAS LIQUID SEPARATOR V6202,,1,53559.00,53559.00,1,ea,ea,,20324-P-007B,
21-144,Complete,ONEACONS,2021-12-27T00:00:00,LEVEL VESSEL V6108,LEVEL VESSEL V6108,,1,33716.00,33716.00,1,ea,ea,,20324-P-007B,
21-145,Complete,ONEACONS,2021-12-27T00:00:00,LEVEL VESSEL V6208,LEVEL VESSEL V6208,,1,33541.00,33541.00,1,ea,ea,,20324-P-007B,
21-146,Complete,ONEACONS,2021-12-27T00:00:00,WATCH VESSEL V6107,WATCH VESSEL V6107,,1,34921.00,34921.00,1,ea,ea,,20324-P-007B,
21-147,Complete,ONEACONS,2021-12-27T00:00:00,WATCH VESSEL V6207,WATCH VESSEL V6207,,1,28921.00,28921.00,1,ea,ea,,20324-P-007B,
21-148,Complete,ONEACONS,2021-12-27T00:00:00,ANHYDRIDE BUFFER VESELL V7111,ANHYDRIDE BUFFER VESSEL V7111,,1,699244.00,699244.00,2,ea,ea,,20324-P-007B,
21-149,Complete,ONEACONS,2021-12-27T00:00:00,REACTOR CONDENSATE V7211,REACTOR CONDENSATE V7211,,1,121574.00,121574.00,1,ea,ea,,20324-P-007B,
21-150,Complete,ONEACONS,2021-12-27T00:00:00,DISTILLATION FEED TANK V8510,DISTILLATION FEED TANK V8510,,1,589117.00,589117.00,2,ea,ea,,20324-P-007B,
21-151,Complete,ONEACONS,2021-12-27T00:00:00,DISTILLATION REFLUX POT V8520,DISTILLATION REFLUX POT V8520,,1,98700.00,98700.00,1,ea,ea,,20324-P-007B,
21-152,Complete,ONEACONS,2021-12-27T00:00:00,SLUDGE COLUMN REFLUX POT V8530,SLUDGE COLUMN REFLUX POT V8530,,1,37706.00,37706.00,1,ea,ea,,20324-P-007B,
21-153,Complete,ONEACONS,2021-12-27T00:00:00,DISTILL. WATCH VESSEL V8540,DISTILL. WATCH VESSEL V8540,,1,50975.00,50975.00,2,ea,ea,,20324-P-007B,
21-154,Complete,ONEACONS,2021-12-27T00:00:00,DISTILL. WATCH VESSEL V8541,DISTILL. WATCH VESSEL V8541,,1,50975.00,50975.00,2,ea,ea,,20324-P-007B,
21-155,Complete,ONEACONS,2021-12-27T00:00:00,MAKE UP VESSEL V8720,MAKE UP VESSEL V8720,,1,258020.00,258020.00,1,ea,ea,,20324-P-007B,
21-156,Active,CONCRET,2021-12-27T00:00:00,"20,000 GAL SS ETHANOL STORAGE","20,000 GAL SS ETHANOL STORAGE",,1,150000.00,150000.00,0,ea,ea,,1000037396,
21-157,Complete,USSUGARC,2022-01-04T00:00:00,61100 GAL SS LP SYRUP TANK KIT,61100 GAL SS LP SYRUP TANK KIT,,1,148155.00,148155.00,2,ea,ea,,4500346452,
21-158,Active,USSUGARC,2022-01-04T00:00:00,61100 GAL SYRUP TANK FIELD INS,61100 GAL SYRUP TANK FIELD INS,,1,140000.00,140000.00,0,ea,ea,,4500346452,
22-001,Complete,NOAHINDU,2022-01-14T00:00:00,"25,000 GAL SS NASH TANK","25,000 GAL SS NASH TANK",,1,186800.00,186800.00,2,ea,ea,,22003-0001,
22-002,Complete,CONCRET,2022-01-24T00:00:00,"15,000 GAL CST L STORAGE TK","15,000 GAL CST L STORAGE TK",,1,154000.00,154000.00,1,ea,ea,,1000037456,
22-003,Complete,SYMRISE,2022-01-24T00:00:00,"12,500 GAL SS STORAGE TANK","12,500 GAL SS STORAGE TANK",,1,83400.00,83400.00,2,ea,ea,,175/4501446620,
22-004,Complete,SOLVAUGU,2022-01-24T00:00:00,CRUDE CRYSTALLIZER SURGE DRUM,CRUDE CRYSTALLIZER SURGE DRUM,,1,311295.00,311295.00,1,ea,ea,,4513850277,
22-005,Complete,TELLPROD,2022-01-24T00:00:00,"6,000 GAL SS API STORAGE TK","6,000 GAL SS API STORAGE TK",,1,99500.00,99500.00,2,ea,ea,,TP004472,
22-006,Complete,FLOQENGI,2022-01-26T00:00:00,ASME DISSOLUTION TANK,ASME DISSOLUTION TANK,,1,87150.00,87150.00,1,ea,ea,,4500090897,
22-007,Complete,FLOQENGI,2022-01-26T00:00:00,ASME DISSOLUTION TANK,ASME DISSOLUTION TANK,,1,87150.00,87150.00,1,ea,ea,,4500090897,
22-008,Complete,FLOQENGI,2022-01-26T00:00:00,ASME DISSOLUTION TANK,ASME DISSOLUTION TANK,,1,87150.00,87150.00,1,ea,ea,,4500090897,
22-009,Complete,FLOQENGI,2022-01-26T00:00:00,ASME DISSOLUTION TANK,ASME DISSOLUTION TANK,,1,87150.00,87150.00,1,ea,ea,,4500090897,
22-010,Complete,ENCHEMAM,2022-02-21T00:00:00,SS STORAGE TANK (TK-1007),SS STORAGE TANK (TK-1007),,1,104750.00,104750.00,2,ea,ea,,2022 0210-ST 01,
22-011,Complete,ENCHEMAM,2022-02-21T00:00:00,SS STORAGE TANK (T-1005),SS STORAGE TANK (T-1005),,1,73750.00,73750.00,2,ea,ea,,2022 0210-ST 01,
22-012,Complete,ENCHEMAM,2022-02-21T00:00:00,SS STORAGE TANK (T-1006),SS STORAGE TANK (T-1006),,1,73750.00,73750.00,2,ea,ea,,2022 0210-ST 01,
22-013,Active,ENCHEMAM,2022-02-21T00:00:00,MECHANICAL INSTALLATION-TKS,MECHANICAL INSTALLATION-TKS,,1,32000.00,32000.00,0,ea,ea,,2022 0210-ST 01,
22-014,Active,ENCHEMAM,2022-02-21T00:00:00,"FREIGHT TK 1005,1006,1007","FREIGHT TK-1005,1006,1007",,1,17750.00,17750.00,0,ea,ea,,2022 0210-ST 01,
22-015,Complete,CARLERIC,2022-02-28T00:00:00,"12,000 GAL SS API STORAGE TANK","12,000 GAL SS API STORAGE TANK",,1,63750.00,63750.00,1,ea,ea,,0028209,
22-016,Complete,KRATCHEM,2022-03-10T00:00:00,S-1014 PITCH TANK,S-1014 PITCH TANK,,1,199650.00,199650.00,2,ea,ea,,4500268211,
22-017,Active,MILLIKEN,2022-03-10T00:00:00,SS PROCESS TANK (TAT-17),SS PROCESS TANK (TAT-17),,1,73150.00,73150.00,0,ea,ea,,6701369428,
22-018,Complete,BCRENVIR,2022-03-22T00:00:00,"10,000 GAL SS PROCESS TANK","10,000 GAL SS PROCESS TANK",,1,103500.00,103500.00,2,ea,ea,,124121,
22-019,Complete,BCRENVIR,2022-03-22T00:00:00,"10,000 GAL SS PROCESS TANK","10,000 GAL SS PROCESS TANK",,1,103500.00,103500.00,2,ea,ea,,124121,
22-020,Complete,MILLIKEN,2022-03-28T00:00:00,"2,000 GAL FEED TANK (TAK-70)","2,000 GAL FEED TANK (TAK-70)",,1,92900.00,92900.00,1,ea,ea,,6701374673,
22-021,Complete,MOTUSLLC,2022-04-04T00:00:00,REFINED PULP TANK,REFINED PULP TANK,,1,32500.00,32500.00,1,ea,ea,,P02141,
22-022,Complete,MOTUSLLC,2022-04-04T00:00:00,WHITE WATER TANK,WHITE WATER TANK,,1,37750.00,37750.00,1,ea,ea,,P02141,
22-023,Complete,MOTUSLLC,2022-04-04T00:00:00,WHITE WATER TANK,WHITE WATER TANK,,1,37750.00,37750.00,1,ea,ea,,P02141,
22-024,Complete,MOTUSLLC,2022-04-04T00:00:00,FRESH WATER TANK,FRESH WATER TANK,,1,29750.00,29750.00,1,ea,ea,,P02141,
22-025,Complete,MOTUSLLC,2022-04-04T00:00:00,FRESH WATER TANK,FRESH WATER TANK,,1,29750.00,29750.00,1,ea,ea,,P02141,
22-026,Complete,CYTECIND,2022-04-11T00:00:00,P-50 EXPANSION TANK,P-50 EXPANSION TANK,,1,58650.00,58650.00,1,ea,ea,,4504462122,
22-027,Complete,CYTECIND,2022-04-14T00:00:00,PFA SLURRY TANK (T-4558),PFA SLURRY TANK (T-4558),,1,78750.00,78750.00,1,ea,ea,,4504470754,
22-028,Complete,IFFCHEMI,2022-04-15T00:00:00,"32,000 GAL CST API STORAGE TK","32,000 GAL CST API STORAGE TK",,1,114500.00,114500.00,2,ea,ea,,4700799803,
22-029,Complete,PINOVAIN,2022-04-18T00:00:00,DISTILLATION COLUMN BOTTON REP,DISTILLATION COLUMN BOTTOM REP,,1,88300.00,88300.00,1,ea,ea,,4501370734,
22-030,Complete,CYTECIND,2022-04-26T00:00:00,SOLVENT RECOVERY COLUMN C-4450,SOLVENT RECOVERY COLUMN C-4450,,1,42150.00,42150.00,1,ea,ea,,4504475776,
22-031,Complete,CYTECIND,2022-04-26T00:00:00,REFLUX DRUM (T-4564),REFLUX DRUM (T-4564),,1,28150.00,28150.00,1,ea,ea,,4504475774,
22-032,Complete,PINOVAIN,2022-04-26T00:00:00,HEAT TREATMENT TANK,HEAT TREATMENT TANK,,1,123600.00,123600.00,1,ea,ea,,4501370838,
22-033,Complete,FLOQENGI,2022-04-29T00:00:00,DBTO RESIDUE BUFFER TANK,DBTO RESIDUE BUFFER TANK,,1,109950.00,109950.00,1,ea,ea,,4500095058,
22-034,Complete,FLOQENGI,2022-04-29T00:00:00,RECOVERY CATALYST BUFFER,RECOVERY CATALYST BUFFER,,1,54610.00,54610.00,1,ea,ea,,4500095058,
22-035,Complete,FLOQENGI,2022-04-29T00:00:00,RECOVERY CATALYST BUFFER,RECOVERY CATALYST BUFFER,,1,54610.00,54610.00,1,ea,ea,,4500095058,
22-036,Complete,FLOQENGI,2022-04-29T00:00:00,RECOVERY CATALYST BUFFER,RECOVERY CATALYST BUFFER,,1,54610.00,54610.00,1,ea,ea,,4500095058,
22-037,Complete,FLOQENGI,2022-04-29T00:00:00,FINAL RESIDUE TANK 57M3,FINAL RESIDUE TANK 57M3,,1,129550.00,129550.00,2,ea,ea,,4500095058,
22-038,Complete,FLOQENGI,2022-04-29T00:00:00,FINAL RESIDUE TANK 88M3,FINAL RESIDUE TANK 88M3,,1,147300.00,147300.00,2,ea,ea,,4500095058,
22-039,Complete,ROSENBLAD,2022-05-04T00:00:00,LOT OF 8 FORMED SHELL SECTIONS,LOT OF 8 FORMED SHELL SECTIONS,,1,4000.00,4000.00,2,ea,ea,,4358-N2202-18,
22-040,Complete,EPICSYST,2022-05-19T00:00:00,BATCH STILL COLUMN (C-119),BATCH STILL COLUMN (C-119),,1,45400.00,45400.00,1,ea,ea,,58894,
22-041,Complete,EPICSYST,2022-05-19T00:00:00,BATCH STILL (T-120),BATCH STILL (T-120),,1,36200.00,36200.00,1,ea,ea,,58894,
22-042,Complete,EPICSYST,2022-05-19T00:00:00,RECOVERED ETHANOL RECVR (T-123,RECOVERED ETHANOL RECVR (T-123,,1,17900.00,17900.00,1,ea,ea,,58894,
22-043,Complete,EPICSYST,2022-05-19T00:00:00,RECOVERED ETHANOL RECVR (T-126,RECOVERED ETHANOL RECVR (T-126,,1,17900.00,17900.00,1,ea,ea,,58894,
22-044,Complete,EPICSYST,2022-05-19T00:00:00,RECOVERED ETHANOL RECV (T-128),RECOVERED ETHANOL RECV (T-128),,1,17900.00,17900.00,1,ea,ea,,58894,
22-045,Complete,EPICSYST,2022-05-19T00:00:00,RECOVERED ETHANOL RECVR (T-132,RECOVERED ETHANOL RECVR (T-132,,1,17900.00,17900.00,1,ea,ea,,58894,
22-046,Complete,EPICSYST,2022-05-19T00:00:00,RECOVERED ETHANOL RECVR (T-134,RECOVERED ETHANOL RECVR (T-134,,1,17900.00,17900.00,1,ea,ea,,58894,
22-047,Complete,SYMRISE,2022-05-20T00:00:00,SS STORAGE TANK (#1406),SS STORAGE TANK (#1406),,1,112000.00,112000.00,2,ea,ea,,185/4501480918,
22-048,Complete,CYTECIND,2022-06-22T00:00:00,EVAP DISTILLATE TANK T-4911,EVAP DISTILLATE TANK T-4911,,1,19000.00,19000.00,1,ea,ea,,4504514641,
22-049,Complete,USECLLC1,2022-06-22T00:00:00,"26,000 GAL SS SILO","26,000 GAL SS SILO",,1,191550.00,191550.00,2,ea,ea,,01001,
22-050,Complete,AURIPOLY,2022-06-23T00:00:00,EOV CONDENSATE TANK,EOV CONDENSATE TANK,,1,32250.00,32250.00,1,ea,ea,,4500019156,
22-051,Complete,TELLPROD,2022-06-24T00:00:00,"23,000 GAL SS API STORAGE TANK","23,000 GAL SS API STORAGE TANK",,1,173850.00,173850.00,3,ea,ea,,TP005461,
22-052,Complete,PINOVAIN,2022-06-28T00:00:00,"10,000 GAL SS PEXOIL TANK T304","10,000 GAL SS PEXOIL TANK T304",,1,183600.00,183600.00,2,ea,ea,,4501371662,
22-053,Complete,INTEPAPE,2022-07-06T00:00:00,SS STANDPIPE,SS STANDPIPE,,1,81725.00,81725.00,1,ea,ea,,16212974,
22-054,Complete,CANNONUSA,2022-07-08T00:00:00,"10,200 GAL CST PROCESS TANK","10,200 GAL CST PROCESS TANK",,1,91125.00,91125.00,1,ea,ea,,92860,
22-055,Complete,CANNONUSA,2022-07-08T00:00:00,"10,200 GAL CST PROCESS TANK","10,200 GAL CST PROCESS TANK",,1,91125.00,91125.00,1,ea,ea,,92860,
22-056,Complete,PISTINDU,2022-07-08T00:00:00,8.5' DIA SS HANDRAIL W SAFETY,8.5' DIA SS HANDRAIL W SAFETY,,1,8500.00,8500.00,1,ea,ea,,701869,
22-057,Complete,ROSENBLAD,2022-07-18T00:00:00,FORM (15) SHELL SECTIONS,FORM (15) SHELL SECTIONS,,1,7500.00,7500.00,1,ea,ea,,4390,
22-058,Complete,GAF11111,2022-07-19T00:00:00,SS SKI PLATE,SS SKI PLATE,,1,475.00,475.00,1,ea,ea,,346980,
22-059,Complete,ACTIONEL,2022-07-25T00:00:00,"15,000 GAL CST STORAGE TANK","15,000 GAL CST STORAGE TANK",,1,60000.00,60000.00,1,ea,ea,,910951-137565,
22-060,Active,SOUTGEOR,2022-07-26T00:00:00,USE OF R-STAMP,USE OF R-STAMP,,1,5500.00,5500.00,0,ea,ea,,LTR OF RESP,
22-061,Complete,ZACHGROU,2022-08-02T00:00:00,"10,000 GAL HOR. CST ACID TANK","10,000 GAL HOR. CST ACID TANK",,1,130250.00,130250.00,2,ea,ea,,008579-575012,
22-062,Complete,NANTRENE,2022-08-09T00:00:00,171 M3 PRODUCT SILO,171 M3 PRODUCT SILO,,1,142300.00,142300.00,2,ea,ea,,15044-R,
22-063,Complete,NANTRENE,2022-08-09T00:00:00,171 M3 PRODUCT SILO,171 M3 PRODUCT SILO,,1,143300.00,143300.00,2,ea,ea,,15044-R,
22-064,Complete,NANTRENE,2022-08-09T00:00:00,171 M3 PRODUCT SILO,171 M3 PRODUCT SILO,,1,142300.00,142300.00,2,ea,ea,,15044-R,
22-065,Complete,NANTRENE,2022-08-09T00:00:00,171 M3 PRODUCT SILO,171 M3 PRODUCT SILO,,1,142300.00,142300.00,2,ea,ea,,15044-R,
22-066,Complete,NANTRENE,2022-08-09T00:00:00,100 M3 FINISH PROD SILO,100 M3 FINISH PROD SILO,,1,118600.00,118600.00,1,ea,ea,,15044-R,
22-067,Complete,NANTRENE,2022-08-09T00:00:00,100 M3 FEED SILO,100 M3 FEED SILO,,1,118600.00,118600.00,1,ea,ea,,,
22-068,Complete,NANTRENE,2022-08-09T00:00:00,54 M3 COATING SILO,54 M3 COATING SILO,,1,92250.00,92250.00,2,ea,ea,,15044-R,
22-069,Complete,NANTRENE,2022-08-09T00:00:00,54 M3 COATING SILO,54 M3 COATING SILO,,1,92250.00,92250.00,1,ea,ea,,15044-R,
22-070,Complete,NANTRENE,2022-08-09T00:00:00,10 M3 INTERMEDIATE HOPPER,10 M3 INTERMEDIATE HOPPER,,1,61600.00,61600.00,2,ea,ea,,15044-R,
22-071,Complete,NANTRENE,2022-08-09T00:00:00,20 M3 CST BUNKER,20 M3 CST BUNKER,,1,50000.00,50000.00,1,ea,ea,,15044-R,
22-072,Active,NANTRENE,2022-08-09T00:00:00,TANK ACCESSORIES,TANK ACCESSORIES,,1,46450.00,46450.00,0,ea,ea,,15044-R,
22-073,Active,NANTRENE,2022-08-15T00:00:00,SHIPPING,SHIPPING,,1,0.00,0.00,0,ea,ea,,15044-R,
22-074,Complete,IFFCHEMI,2022-08-10T00:00:00,ALLOY 600 PIPE COIL,ALLOY 600 PIPE COIL,,1,153500.00,153500.00,1,ea,ea,,4700823748,
22-075,Complete,INLIENGI,2022-08-15T00:00:00,LINE 5 EXPANSION TANK,LINE 5 EXPANSION TANK,,1,20350.00,20350.00,1,ea,ea,,C3232-V1,
22-076,Complete,KOCHMODU,2022-08-15T00:00:00,"142"" ID REACTOR (R-200)","142"" ID REACTOR (R-200)",,1,706014.00,706014.00,2,ea,ea,,M20577-07/1R07,
22-077,Complete,CYTECIND,2022-08-19T00:00:00,BATCH COLUMN RECVR S-14T2,BATCH COLUMN RECVR S-14T2,,1,26000.00,26000.00,1,ea,ea,,4504556554,
22-078,Complete,KOCHMODU,2022-08-26T00:00:00,"42"" ID DISTILL COLUMN (C-210)","42"" ID DISTILL COLUMN (C-210)",,1,73625.00,73625.00,2,ea,ea,,M20577-01,
22-079,Complete,KOCHMODU,2022-08-26T00:00:00,"36"" OD DECANTER (V-230)","36"" OD DECANTER (V-230)",,1,43125.00,43125.00,1,ea,ea,,M20577-01/1R01,
22-080,Complete,KOCHMODU,2022-08-26T00:00:00,"58"" OD DISTILLATE REC (V-240)","58"" OD DISTILLATE REC (V-240)",,1,42125.00,42125.00,1,ea,ea,,M20577-01,
22-081,Complete,KOCHMODU,2022-08-26T00:00:00,"30"" OD JET HOTWELL ASMB (T260)","30"" OD JET HOTWELL ASMB (T260)",,1,16625.00,16625.00,1,ea,ea,,M20577-01,
