job,status,customer,order_date,part_number,description,rev,order_quantity,unit_price,total_price,net_shipped,order_unit,price_uom,sales_rep,customer_line2,job_revision
20-076,Complete,TELLPROD,2020-07-14T00:00:00,STOCK MAKE-DOWN STORAGE TANK,STOCK MAKE-DOWN STORAGE TANK,,1,86150.00,86150.00,1,ea,ea,,TP001753,
20-077,Complete,TELLPROD,2020-07-14T00:00:00,STOCK MAKE-DOWN STORAGE TANK,STOCK MAKE-DOWN STORAGE TANK,,1,85950.00,85950.00,1,ea,ea,,TP001753,
20-078,Complete,NUTRIEN,2020-07-20T00:00:00,485 GAL CONDENSATE RECEIVER TK,485 GAL CONDENSATE RECEIVER TK,,1,33425.00,33425.00,1,ea,ea,,2101138498,
20-079,Complete,NUTRIEN,2020-07-20T00:00:00,485 GAL CONDENSATE RECEIVER TK,485 GAL CONDENSATE RECEIVER TK,,1,33425.00,33425.00,1,ea,ea,,2101138498,
20-080,Complete,EASTINDU,2020-08-06T00:00:00,"ROLL (8) PIECES 2"" PIPE","ROLL (8) PIECES 2"" PIPE",,1,4950.00,4950.00,1,ea,ea,,P1577931/1578610,
20-081,Complete,UGMS1111,2020-08-05T00:00:00,5000 GAL POTABLE WATER STORAGE,5000 GAL POTABLE WATER STORAGE,,1,46950.00,46950.00,1,ea,ea,,20186,
20-082,Complete,UGMS1111,2020-08-07T00:00:00,12000 GAL EMERGENCY WATER S TK,12000 GAL EMERGENCY WATER S TK,,1,45750.00,45750.00,0,ea,ea,,20186,
20-083,Complete,S&STECHN,2020-08-07T00:00:00,200 GAL SST ASME TANK,200 GAL SST ASME TANK,,1,11500.00,11500.00,1,ea,ea,,C2200807SA1,
20-084,Complete,PILGRIMS,2020-08-11T00:00:00,FAT TANKS,FAT TANKS,,1,63025.00,63025.00,1,ea,ea,,5700109095,
20-085,Complete,PILGRIMS,2020-08-11T00:00:00,FAT TANKS,FAT TANKS,,1,63025.00,63025.00,1,ea,ea,,5700109095,
20-086,Complete,PILGRIMS,2020-08-11T00:00:00,FAT TANKS,FAT TANKS,,1,63025.00,63025.00,1,ea,ea,,5700109095,
20-087,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-088,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-089,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-090,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-091,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-092,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-093,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-094,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-095,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-096,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-097,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-098,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-099,Complete,CANNONUSA,2020-08-10T00:00:00,14000 GAL CST TANK,14000 GAL CST TANK,,1,31175.00,31175.00,1,ea,ea,,82850,
20-100,Complete,ANDRITZI,2020-08-14T00:00:00,(2) 2205 GREEN LIQUOR SPRAY NZ,(2) 2205 GREEN LIQUOR SPRAY NZ,,1,2175.00,2175.00,1,ea,cyl,,4502966087,
20-101,Complete,SYMRISE,2020-08-21T00:00:00,25000 GAL SST API TANK,25000 GAL SST API TANK,,1,70625.00,70625.00,2,ea,ea,,175/4501321399,
20-102,Complete,PILGRIMS,2020-09-03T00:00:00,FAT TANK,FAT TANK,,1,62975.00,62975.00,1,ea,ea,,5700091481,
20-103,Complete,PILGRIMS,2020-09-03T00:00:00,FAT TANK,FAT TANK,,1,62975.00,62975.00,1,ea,ea,,5700091481,
20-104,Complete,POLYCOMP,2020-09-09T00:00:00,"13,800 GAL CATCH TANK","13,800 GAL CATCH TANK",,1,65300.00,65300.00,1,ea,ea,,7800117927,
20-105,Complete,POLYCOMP,2020-09-14T00:00:00,MALEIC STORAGE TANK S-6218,MALEIC STORAGE TANK S-6218,,1,102850.00,102850.00,2,ea,ea,,7800118223,
20-106,Complete,USSUGARC,2020-09-17T00:00:00,"40,000 GAL STORAGE TANK","40,000 GAL STORAGE TANK",,1,152650.00,152650.00,3,ea,ea,,4500315477,
20-107,Complete,NUTRIEN,2020-09-23T00:00:00,SODIUM DOSING TANK T-24,SODIUM DOSING TANK T-24,,1,59525.00,59525.00,1,ea,ea,,2101142177,
20-108,Complete,NUTRIEN,2020-09-23T00:00:00,SODIUM DOSING TANK T-224,SODIUM DOSING TANK T-224,,1,59525.00,59525.00,1,ea,ea,,2101142177,
20-109,Complete,AURIPOLY,2020-10-09T00:00:00,100 GAL CST ASME TANK,100 GAL CST ASME TANK,,1,16250.00,16250.00,1,ea,ea,,4800410290,
20-110,Complete,KEMIWATE,2020-10-14T00:00:00,"3,600 GAL ZERON 100 TANK","3,600 GAL ZERON 100 TANK",,1,115350.00,115350.00,1,ea,ea,,4502458876,
20-111,Complete,IRVCPROD,2020-10-16T00:00:00,FIELD INSTALL NEW API MW,FIELD INSTALL NEW API MW,,1,18900.00,18900.00,0,ea,ea,,20471943OP,
20-112,Complete,ANDRITZI,2020-10-26T00:00:00,GREEN LIQUOR SPRAY NOZZLES,GREEN LIQUOR SPRAY NOZZLES,,1,15800.00,15800.00,0,ea,ea,,4503030776,
20-113,Complete,IFFCHEMI,2020-10-28T00:00:00,132 GAL JACKETED TANK,132 GAL JACKETED TANK,,1,29950.00,29950.00,1,ea,ea,,100210,
20-114,Complete,SYMRISE,2020-11-12T00:00:00,BA01 SUPPORTS,BA01 SUPPORTS,,1,14725.00,14725.00,1,ea,ea,,186/4501340537,
20-115,Complete,SYMRISE,2020-11-12T00:00:00,BA01 SUPPORTS,BA01 SUPPORTS,,1,14725.00,14725.00,1,ea,ea,,186/4501340537,
20-116,Complete,SYMRISE,2020-11-12T00:00:00,BA03 SUPPORTS,BA03 SUPPORTS,,1,3975.00,3975.00,1,ea,ea,,186/4501340537,
20-117,Complete,SYMRISE,2020-11-12T00:00:00,BA03 SUPPORTS,BA03 SUPPORTS,,1,3975.00,3975.00,1,ea,ea,,186/4501340537,
20-118,Complete,SYMRISE,2020-11-12T00:00:00,WA02 SUPPORTS,WA02 SUPPORTS,,1,10675.00,10675.00,1,ea,ea,,186/4501340537,
20-119,Complete,SYMRISE,2020-11-12T00:00:00,"WA01, VD01, WA04A, WA04B SPPTS","WA01, VD01, WA04A, WA04B SPPTS",,1,30175.00,30175.00,1,ea,ea,,186/4501340537,
20-120,Complete,AURIPOLY,2020-11-17T00:00:00,600 GAL CST ASME TANK,600 GAL CST ASME TANK,,1,9550.00,9550.00,1,ea,ea,,4800411676,
20-121,Complete,FLOQENGI,2020-11-19T00:00:00,EM19-CI1 JACKETED TANK,EM19-CI1 JACKETED TANK,,1,86550.00,86550.00,1,ea,ea,,4500071655,
20-122,Complete,YATECONS,2020-11-23T00:00:00,BUNKER C TANK-FIELD FAB'D TK K,BUNKER C TANK-FIELD FAB'D TK K,,1,104300.00,104300.00,2,ea,ea,,5906112-005,
20-123,Complete,LEARWEST,2020-12-09T00:00:00,ROLL (10) RINGS,ROLL (10) RINGS,,1,1850.00,1850.00,1,ea,ea,,VERBAL,
20-124,Complete,SHERWILL,2020-12-09T00:00:00,CAULK HOLD TANK,CAULK HOLD TANK,,1,39250.00,39250.00,1,ea,ea,,648425,
20-125,Complete,SHERWILL,2020-12-09T00:00:00,CAULK HOLD TANK,CAULK HOLD TANK,,1,39250.00,39250.00,1,ea,ea,,648425,
20-126,Complete,MILLIKEN,2020-12-15T00:00:00,950 GAL KNOCKOUT TANK,950 GAL KNOCKOUT TANK,,1,28575.00,28575.00,1,ea,ea,,6701255935,
20-127,Complete,MILLIKEN,2020-12-15T00:00:00,950 GAL KNOCKOUT TANK,950 GAL KNOCKOUT TANK,,1,28575.00,28575.00,1,ea,ea,,6701255935,
20-128,Complete,FLOQENGI,2020-12-22T00:00:00,LP4 AZON TANK,LP4 AZON TANK,,1,14550.00,14550.00,1,ea,ea,,4500072737,
20-129,Complete,SAVARCH,2020-12-21T00:00:00,"4,850 GAL SST ASME TANK","4,850 GAL SST ASME TANK",,1,35325.00,35325.00,1,ea,ea,,121810-HOS,
20-130,Complete,PILGRIMS,2020-12-28T00:00:00,FAT TANK,FAT TANK,,1,73675.00,73675.00,1,ea,ea,,5700158367,
20-131,Complete,PILGRIMS,2020-12-28T00:00:00,FAT TANK,FAT TANK,,1,73675.00,73675.00,1,ea,ea,,,
21-001,Complete,LEARWEST,2021-01-19T00:00:00,6 CARBON STEEL ELEVATOR LEG SE,6 CARBON STEEL ELEVATOR LEG SE,,1,11900.00,11900.00,1,ea,ea,,VERBAL,
21-002,Complete,SOUTGATE,2021-01-25T00:00:00,"3,OOO GAL CST ASME TANK","3,000 GAL CST ASME TANK",,1,43250.00,43250.00,1,ea,ea,,221TT-100-46,
21-003,Complete,TRICMECH,2021-01-29T00:00:00,CARBON STEEL REPAD,CARBON STEEL REPAD,,1,600.00,600.00,1,ea,ea,,21-104-10,
21-004,Complete,AIRGNATI,2021-02-12T00:00:00,RETORT VESSEL,RETORT VESSEL,,1,55650.00,55650.00,1,ea,ea,,3000536585,
21-005,Complete,LEARWEST,2021-02-15T00:00:00,COLLECTION TROUGH,COLLECTION TROUGH,,1,1825.00,1825.00,0,ea,ea,,,
21-006,Complete,MECHSHOP,2021-02-16T00:00:00,CARBON STEEL HANDRAIL PIPES,CARBON STEEL HANDRAIL PIPES,,1,700.00,700.00,1,ea,ea,,4517,
21-007,Complete,GAF11111,2021-02-24T00:00:00,SKID PLATE,SKID PLATE,,1,380.00,380.00,1,ea,ea,,324444,
21-008,Complete,LEARWEST,2021-02-24T00:00:00,(1) LOT OF BURNED PARTS,(1) LOT OF BURNED PARTS,,1,1550.00,1550.00,1,ea,ea,,VERBAL,
21-009,Complete,ACCURATE,2021-03-09T00:00:00,R11 REACTOR,R11 REACTOR,,1,344181.25,344181.25,2,ea,ea,,4504283442,
21-010,Complete,NUTRIEN,2021-03-09T00:00:00,1-SET CST RUBBER LINED DUCTING,1-SET CST RUBBER LINED DUCTING,,1,338975.00,338975.00,1,ea,ea,,2116068270,
21-011,Complete,NUTRIEN,2021-03-09T00:00:00,1-SET CST RUBBER LINED DUCTING,1-SET CST RUBBER LINED DUCTING,,1,338975.00,338975.00,5,ea,ea,,2116068270,
21-012,Complete,FLOQENGI,2021-03-18T00:00:00,LP4 CAUSTIC TANK,LP4 CAUSTIC TANK,,1,46225.00,46225.00,1,ea,ea,,4500076941,
21-013,Complete,INTETANK,2021-03-24T00:00:00,(2) ROLLED & TACKED CST SHELLS,(2) ROLLED & TACKED CST SHELLS,,1,1000.00,1000.00,1,ea,ea,,2103-026,
21-014,Complete,HALOPROD,2021-03-25T00:00:00,C-2000 CLADDED NOZZLE,C-2000 CLADDED NOZZLE,,1,3550.00,3550.00,0,ea,ea,,NA-PR-218084-0,
21-015,Complete,USSUGARC,2021-04-01T00:00:00,HPW TANK,HPW TANK,,1,80450.00,80450.00,2,ea,ea,,4500329266,
21-016,Complete,DUBLCONS,2021-04-06T00:00:00,SOUTH ALUM REPL. TANK,SOUTH ALUM REPL. TANK,,1,67400.00,67400.00,1,ea,ea,,GRAP11-55-CM,
21-017,Complete,FLOQENGI,2021-04-15T00:00:00,"CALCS-TKS 019,020,& 21-18","CALCS-TKS 019,020,& 21-18",,1,750.00,750.00,0,ea,ea,,4500078122,
21-018,Complete,GRAYWOLF,2021-04-19T00:00:00,RAPID DRAIN TANK,RAPID DRAIN TANK,,1,254500.00,254500.00,1,ea,ea,,00781-21022-13004,
21-019,Complete,REICHHOLD,2021-05-05T00:00:00,BT-7 BLEND TANK,BT-7 BLEND TANK,,1,188600.00,188600.00,2,ea,ea,,4500555180,
21-020,Complete,IRVCPROD,2021-04-26T00:00:00,FIELD INSTALL NEW API MW,FIELD INSTALL NEW API MW,,1,19750.00,19750.00,0,ea,ea,,20493718OP,
21-021,Complete,MILLIKEN,2021-05-10T00:00:00,20000 GAL SST STORAGE TANK,20000 GAL SST STORAGE TANK,,1,96725.00,96725.00,1,ea,ea,,6701291259,
21-022,Complete,MILLIKEN,2021-05-12T00:00:00,20000 GAL SST STORAGE TANK,20000 GAL SST STORAGE TANK,,1,96725.00,96725.00,1,ea,ea,,6701291259,
21-023,Complete,MILLIKEN,2021-05-12T00:00:00,20000 GAL SST STORAGE TANK,20000 GAL SST STORAGE TANK,,1,96725.00,96725.00,1,ea,ea,,6701291259,
21-024,Complete,MILLIKEN,2021-05-12T00:00:00,20000 GAL SST STORAGE TANK,20000 GAL SST STORAGE TANK,,1,96725.00,96725.00,1,ea,ea,,6701291259,
21-025,Complete,FLOQENGI,2021-05-12T00:00:00,6800 GAL STORAGE TK EM20-CD1,6800 GAL STORAGE TK EM20-CD1,,1,70650.00,70650.00,1,ea,ea,,4500079341,
21-026,Complete,FLOQENGI,2021-05-12T00:00:00,6800 GAL STORAGE TK EM22-CD1,6800 GAL STORAGE TK EM22-CD1,,1,67025.00,67025.00,2,ea,ea,,4500079341,
21-027,Complete,REAGCHEM2,2021-05-20T00:00:00,1500 GAL JACKETED MIX TANK,1500 GAL JACKETED MIX TANK,,1,54375.00,54375.00,1,ea,ea,,31967,
21-028,Complete,REAGCHEM2,2021-05-20T00:00:00,1500 GAL JACKETED MIX TANK,1500 GAL JACKETED MIX TANK,,1,54375.00,54375.00,1,ea,ea,,31967,
21-029,Complete,REAGCHEM2,2021-05-20T00:00:00,SCRAP TANK,SCRAP TANK,,1,24225.00,24225.00,1,ea,ea,,31967,
21-030,Complete,KEMICHEM,2021-05-28T00:00:00,ST115 STAINLESS TANK,ST115 STAINLESS TANK,,1,104550.00,104550.00,2,ea,ea,,4800029483,
21-031,Complete,KEMICHEM,2021-05-28T00:00:00,ST115 STAINLESS TANK,ST115 STAINLESS TANK,,1,104550.00,104550.00,2,ea,ea,,4800029483,
21-032,Complete,LEARWEST,2021-06-02T00:00:00,(1) LOT - BURNED CST PARTS,(1) LOT - BURNED CST PARTS,,1,87750.00,87750.00,0,ea,ea,,EMAIL,
21-033,Complete,ADHERESE,2021-06-04T00:00:00,100 GAL CIP TANK,100 GAL CIP TANK,,1,14950.00,14950.00,1,ea,ea,,102371-14,
21-034,Complete,ADHERESE,2021-06-04T00:00:00,"2,000 GAL CATCH TANK","2,000 GAL CATCH TANK",,1,32950.00,32950.00,1,ea,ea,,102371-14,
21-035,Complete,ADHERESE,2021-06-04T00:00:00,50 GAL ADDITIVE TANK,50 GAL ADDITIVE TANK,,1,13950.00,13950.00,1,ea,ea,,102371-14,
21-036,Complete,ADHERESE,2021-06-04T00:00:00,600 GAL ADDITIVE TANK,600 GAL ADDITIVE TANK,,1,45450.00,45450.00,1,ea,ea,,102371-14,
21-037,Complete,GARRMACH,2021-06-04T00:00:00,310 STAINLESS CYLINDER,310 STAINLESS CYLINDER,,1,17500.00,17500.00,1,ea,ea,,5075,
21-038,Complete,CANNONUSA,2021-06-08T00:00:00,,Replacement Manway Gasket,,1,260.00,260.00,0,ea,ea,,87186,
21-039,Complete,FLOQENGI,2021-06-15T00:00:00,75 T DUPLEX 2205 WATER STORAGE,75 T DUPLEX 2205 WATER STORAGE,,1,117350.00,117350.00,1,ea,ea,,4500080852,
21-040,Complete,FLOQENGI,2021-06-15T00:00:00,75 T DUPLEX 2205 WATER STORAGE,75 T DUPLEX 2205 WATER STORAGE,,1,117350.00,117350.00,1,ea,ea,,4500080852,
21-041,Complete,FLOQENGI,2021-06-15T00:00:00,ASME SST AMONIUM HYDROXIDE TK,ASME SST AMONIUM HYDROXIDE TK,,1,80250.00,80250.00,1,ea,ea,,4500080854,
21-042,Complete,LEARWEST,2021-06-16T00:00:00,LOT FAB. COMPONENTS-BERNVLE #1,LOT FAB. COMPONENTS-BERNVLE #1,,1,11275.00,11275.00,0,ea,ea,,VERBAL,
21-043,Complete,LEARWEST,2021-06-16T00:00:00,LOT FAB. COMPONENTS-BERNVLE #2,LOT FAB. COMPONENTS-VERNVLE #2,,1,12275.00,12275.00,0,ea,ea,,VERBAL,
21-044,Complete,LEARWEST,2021-06-16T00:00:00,LOT FAB. COMPONENTS-BERNVLE #3,LOT FAB. COMPONENTS-BERNVLE #3,,1,19925.00,19925.00,2,ea,ea,,VERBAL,
21-045,Complete,LEARWEST,2021-06-16T00:00:00,LOT FAB. COMPONENTS-BERNVLE #4,LOT FAB. COMPONENTS-BERNVLE #4,,1,16525.00,16525.00,2,ea,ea,,VERBAL,
21-046,Complete,TCHENTER,2021-06-21T00:00:00,ROLLED SHELL & RINGS,ROLLED SHELL & RINGS,,1,3900.00,3900.00,0,ea,ea,,EMAIL,
21-047,Complete,ALPHAPET,2021-06-23T00:00:00,CST ASME EXPANSION TANK,CST ASME EXPANSION TANK,,1,7975.00,7975.00,1,ea,ea,,PO/2021/1230,
21-048,Complete,FLOQENGI,2021-06-25T00:00:00,"10,000 GAL TK (TAG MP-CS2EX)","10,000 GAL TK (TAG MP-CS2EX)",,1,38975.00,38975.00,1,ea,ea,,4500081402,
21-049,Complete,DAYBREAK,2021-06-29T00:00:00,"ROLLED (8) 1"" SCH40X30'","ROLLED (8) 1"" SCH40X30'",,1,802.00,802.00,0,ea,ea,,VERBAL,
21-050,Complete,STEELFAB,2021-07-08T00:00:00,GALVANIZED DRIP PANS,GALVANIZED DRIP PANS,,1,10400.00,10400.00,1,ea,ea,,30668SC009,
21-051,Complete,KEMICHEM,2021-07-08T00:00:00,STAINLESS STEEL MIX TANK,STAINLESS STEEL MIX TANK,,1,30700.00,30700.00,1,ea,ea,,4502609107,
21-052,Complete,FLOQENGI,2021-07-12T00:00:00,"SCRUBBER, CRYSTALIZATION CZ1-S","SCRUBBER, CRYSTALIZATION CZ1-S",,1,49825.00,49825.00,1,ea,ea,,4500082107,
21-053,Complete,VERSEQUI,2021-07-01T00:00:00,(2) ROLLED SST CHANNELS,(2) ROLLED SST CHANNELS,,1,300.00,300.00,0,ea,ea,,VERBAL,
21-054,Complete,POLYCOMP,2021-07-14T00:00:00,"22,000 GAL STORAGE TANK","22,000 GAL STORAGE TANK",,1,92700.00,92700.00,2,ea,ea,,7800130265,
21-055,Complete,SHERWILL,2021-07-27T00:00:00,"4"" GOOSE NECK TANK VENTS 304SS","4"" GOOSE NECK TANK VENTS 304SS",,1,1750.00,1750.00,0,ea,ea,,664901,
21-056,Complete,STMAPOWD,2021-08-04T00:00:00,SECTION A&B SOLVENT DRYING COL,SECTION A&B SOLVENT DRYING COL,,1,38650.00,38650.00,1,ea,ea,,133455,
21-057,Complete,MILLIKEN,2021-08-05T00:00:00,REBOILER/DISTILLATION COLUMN,REBOILER/DISTILLATION COLUMN,,1,18000.00,18000.00,1,ea,ea,,6701313219,
21-058,Complete,REICHHOLD,2021-08-10T00:00:00,"30,000 GAL CST STORAGE TANK","30,000 GAL CST STORAGE TANK",,1,106800.00,106800.00,2,ea,ea,,4500561600,
21-059,Complete,REICHHOLD,2021-08-10T00:00:00,"30,000 GAL CST STORAGE TANK","30,000 GAL CST STORAGE TANK",,1,106800.00,106800.00,2,ea,ea,,4500561600,
21-060,Complete,REICHHOLD,2021-08-10T00:00:00,"30,000 GAL CST STORAGE TANK","30,000 GAL CST STORAGE TANK",,1,106800.00,106800.00,1,ea,ea,,4500561600,
