job,part_number,customer,make_quantity,labor_hrs,labor_setup,labor_run,ot_hrs,ot_setup,ot_run,scrap_qty,scrap_run,scrap_setup
23-051,C-100 COLUMN ASSEMBLY,KOCHMODU,1,217.00,0.00,217.00,76.50,0.00,76.50,0.00,0.00,0.00
23-052,V-100 COLUMN DECANTER,KOCHMODU,1,160.50,0.00,160.50,16.50,0.00,16.50,0.00,0.00,0.00
23-053,100KL SOLVENT TANK,LIOCHEM1,1,222.50,0.00,222.50,45.00,0.00,45.00,0.00,0.00,0.00
23-054,100KL SOLVENT TANK,LIOCHEM1,1,231.00,0.00,231.00,63.00,0.00,63.00,0.00,0.00,0.00
23-055,C276 REACTOR,AJAYNAMER,1,254.00,0.00,254.00,36.50,0.00,36.50,0.00,0.00,0.00
23-057,TK-300,EPICSYST,1,89.00,0.00,89.00,9.00,0.00,9.00,0.00,0.00,0.00
23-058,TK-600,EPICSYST,1,74.50,0.00,74.50,12.00,0.00,12.00,0.00,0.00,0.00
23-059,TK-720,EPICSYST,1,56.00,0.00,56.00,4.50,0.00,4.50,0.00,0.00,0.00
23-060,V-100,EPICSYST,1,81.50,0.00,81.50,19.50,0.00,19.50,0.00,0.00,0.00
23-061,V-120,EPICSYST,1,58.00,0.00,58.00,12.00,0.00,12.00,0.00,0.00,0.00
23-062,R-4203 WASH VESSEL,SOLVSPEC,1,472.00,0.00,472.00,107.75,0.00,107.75,0.00,0.00,0.00
23-063,T-4575,SOLVSPEC,1,116.75,0.00,116.75,20.00,0.00,20.00,0.00,0.00,0.00
23-064,T-4559,SOLVSPEC,1,120.50,0.00,120.50,18.50,0.00,18.50,0.00,0.00,0.00
23-065,REBOILER W/BONNET,HALOPROD,1,78.00,0.00,78.00,21.00,0.00,21.00,0.00,0.00,0.00
23-067,NMP WASTE TANK (TK-F103),SYMSENGI,1,279.00,0.00,279.00,31.50,0.00,31.50,0.00,0.00,0.00
23-068,NMP STORAGE TANK (TK-F102),SYMSENGI,1,261.50,0.00,261.50,40.50,0.00,40.50,0.00,0.00,0.00
23-069,NMP STORAGE TANK (TK-F202),SYMSENGI,1,315.25,0.00,315.25,34.25,0.00,34.25,0.00,0.00,0.00
23-070,NMP STORAGE TANK (TK-F302),SYMSENGI,1,288.50,0.00,288.50,44.75,0.00,44.75,0.00,0.00,0.00
23-071,"13,000 GAL STORAGE TANK",LIOCHEM1,1,168.00,0.00,168.00,18.50,0.00,18.50,0.00,0.00,0.00
23-073,40K GALLON TANK #1,GEOCYCLE,1,277.00,0.00,277.00,51.50,0.00,51.50,0.00,0.00,0.00
23-074,40K GALLON TANK #2,GEOCYCLE,1,495.25,0.00,495.25,41.00,0.00,41.00,0.00,0.00,0.00
23-094,LINE 2 REFINER FEED TANK,THEINDUS,1,185.50,0.00,185.50,11.50,0.00,11.50,0.00,0.00,0.00
23-095,LINE 2 REFINED STOCK TANK,THEINDUS,1,123.75,0.00,123.75,14.25,0.00,14.25,0.00,0.00,0.00
23-096,LINE 2 THERMOFORMER BLEND TANK,THEINDUS,1,239.00,0.00,239.00,32.00,0.00,32.00,0.00,0.00,0.00
23-097,WOOD PULP LEVELING TANK,THEINDUS,1,105.00,0.00,105.00,9.50,0.00,9.50,0.00,0.00,0.00
23-098,LINE 1 REFINER FEED TANK,THEINDUS,1,139.00,0.00,139.00,27.50,0.00,27.50,0.00,0.00,0.00
23-099,LINE 1 REFINED STOCK TANK,THEINDUS,1,227.00,0.00,227.00,18.50,0.00,18.50,0.00,0.00,0.00
23-100,LINE 1A THERMOFORMER BLEND TANK,THEINDUS,1,188.75,0.00,188.75,14.50,0.00,14.50,0.00,0.00,0.00
23-101,LINE 1B THERMOFORMER BLEND TANK,THEINDUS,1,262.25,0.00,262.25,10.00,0.00,10.00,0.00,0.00,0.00
24-002,S33 HAA STRIPPER SEPARATOR,NUTRIEN,1,79.00,0.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00
24-003,AQUEOUS AMMONIA TANK,BAKELITE,1,393.50,0.00,393.50,22.00,0.00,22.00,0.00,0.00,0.00
24-004,SOLUTIZER,KEMIRAWS,1,476.00,0.00,476.00,15.00,0.00,15.00,0.00,0.00,0.00
24-005,OXIDIZER,KEMIRAWS,1,281.50,0.00,281.50,35.50,0.00,35.50,0.00,0.00,0.00
24-006,DTBPO PORTABLE TANK,CYTECIND,1,72.00,0.00,72.00,9.00,0.00,9.00,0.00,0.00,0.00
24-007,REPAIR OF NB #65,BLUEOVAL,1,52.00,0.00,52.00,21.00,0.00,21.00,0.00,0.00,0.00
24-008,REPAIR OF NB# 66,BLUEOVAL,1,70.00,0.00,70.00,2.50,0.00,2.50,0.00,0.00,0.00
24-009,TCU COOLING WATER TANK (T-2251),BERNHARD,1,218.50,0.00,218.50,0.00,0.00,0.00,0.00,0.00,0.00
24-010,EXTRUSION COOLING WATER TANK,BERNHARD,1,259.75,0.00,259.75,23.00,0.00,23.00,0.00,0.00,0.00
24-011,CONDENSATE SYS TK (T-2741),BERNHARD,1,263.00,0.00,263.00,4.50,0.00,4.50,0.00,0.00,0.00
24-012,TRENCH RETURN TANK (T-2721),BERNHARD,1,185.25,0.00,185.25,0.00,0.00,0.00,0.00,0.00,0.00
24-013,CONDENSATE SYS TK (T-3741),BERNHARD,1,212.00,0.00,212.00,4.50,0.00,4.50,0.00,0.00,0.00
24-014,TRENCH RETURN TANK (T-3721),BERNHARD,1,242.50,0.00,242.50,0.00,0.00,0.00,0.00,0.00,0.00
24-015,OIL TANK (T-2620),BERNHARD,1,429.00,0.00,429.00,22.00,0.00,22.00,0.00,0.00,0.00
24-017,RBD OIL TANK #1,PERDUE,1,301.50,0.00,301.50,14.25,0.00,14.25,0.00,0.00,0.00
24-018,RBD OIL TANK #2,PERDUE,1,447.00,0.00,447.00,6.50,0.00,6.50,0.00,0.00,0.00
24-019,RBD OIL TANK #3,PERDUE,1,304.50,0.00,304.50,33.50,0.00,33.50,0.00,0.00,0.00
24-022,(2) SETS LADDERS/HANDRAILS,CANNONUSA,1,45.50,0.00,45.50,0.00,0.00,0.00,0.00,0.00,0.00
24-023,,ROSENBLAD,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
24-024,310 SS CYLINDER,GARRMACH,1,41.50,0.00,41.50,8.00,0.00,8.00,0.00,0.00,0.00
24-027,SMALL DRYER PLATE #1,GARRMACH,1,62.50,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00
24-028,SMALL DRYER PLATE #2,GARRMACH,1,61.25,0.00,61.25,0.00,0.00,0.00,0.00,0.00,0.00
24-029,SMALL DRYER PLATE #3,GARRMACH,1,50.00,0.00,50.00,3.00,0.00,3.00,0.00,0.00,0.00
24-030,SMALL DRYER PLATE #4,GARRMACH,1,45.00,0.00,45.00,3.00,0.00,3.00,0.00,0.00,0.00
24-031,SMALL DRYER PLATE #5,GARRMACH,1,59.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00
24-032,SMALL DRYER PLATE #6,GARRMACH,1,60.50,0.00,60.50,10.00,0.00,10.00,0.00,0.00,0.00
24-033,LARGE DRYER PLATE #1,GARRMACH,1,62.50,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00
24-034,LARGE DRYER PLATE #2,GARRMACH,1,65.50,0.00,65.50,0.00,0.00,0.00,0.00,0.00,0.00
24-035,LARGE DRYER PLATE #3,GARRMACH,1,58.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00
24-036,LARGE DRYER PLATE #4,GARRMACH,1,53.00,0.00,53.00,2.00,0.00,2.00,0.00,0.00,0.00
24-039,FORM ELBOWS,ROSENBLAD,1,23.50,0.00,23.50,0.00,0.00,0.00,0.00,0.00,0.00
24-040,CUT AND BEND PLATES,FIRSPLAC,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
24-041,CAULK HOLD TANK,SHERWILL,1,154.75,0.00,154.75,0.00,0.00,0.00,0.00,0.00,0.00
24-042,DW STORAGE TANK,SHIMAMER,1,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
24-044,FORM ELBOWS,ROSENBLAD,1,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
24-045,OIL/WATER SEPARATION TANK,PISTINDU,1,87.75,0.00,87.75,0.00,0.00,0.00,0.00,0.00,0.00
24-046,NMP STORAGE TANK (TK-F502R),SYMSENGI,1,118.00,0.00,118.00,47.50,0.00,47.50,0.00,0.00,0.00
24-047,NMP STORAGE TANK (TK-F402),SYMSENGI,1,434.00,0.00,434.00,23.00,0.00,23.00,0.00,0.00,0.00
24-048,NMP STORAGE TANK (TK-F502),SYMSENGI,1,469.25,0.00,469.25,3.00,0.00,3.00,0.00,0.00,0.00
24-049,ROLL SHELLS,ROSENBLAD,1,9.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
24-051,NEW ACID TANK,KEMIRAWS,1,316.00,0.00,316.00,6.50,0.00,6.50,0.00,0.00,0.00
24-052,ACID OVERFLOW TANK,KEMIRAWS,1,59.50,0.00,59.50,0.00,0.00,0.00,0.00,0.00,0.00
24-053,40K GALLON TANK #3,GEOCYCLE,1,412.75,0.00,412.75,0.00,0.00,0.00,0.00,0.00,0.00
24-054,40K GALLON TANK #4,GEOCYCLE,1,264.75,0.00,264.75,0.00,0.00,0.00,0.00,0.00,0.00
24-055,40K GALLON TANK #5,GEOCYCLE,1,288.25,0.00,288.25,0.00,0.00,0.00,0.00,0.00,0.00
24-056,(1) SKI PLATE,GAF11111,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
24-057,FORM (2) CONES,HOLBROOK,1,12.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00
24-060,NOZZLE SET,GENERA1,1,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
24-062,CHILL WATER TANK,CONSDESI,1,257.00,0.00,257.00,3.00,0.00,3.00,0.00,0.00,0.00
24-063,LIME DAY TANK #1,R2TCONSTRU,1,220.25,0.00,220.25,33.00,0.00,33.00,0.00,0.00,0.00
24-064,LIME DAY TANK #2,R2TCONSTRU,1,189.75,0.00,189.75,25.25,0.00,25.25,0.00,0.00,0.00
24-065,LIME BULK STORAGE TANK #1,R2TCONSTRU,1,292.00,0.00,292.00,68.50,0.00,68.50,0.00,0.00,0.00
24-066,LIME BULK STORAGE TANK #2,R2TCONSTRU,1,157.50,0.00,157.50,46.50,0.00,46.50,0.00,0.00,0.00
24-067,LIME BULK STORAGE TANK #3,R2TCONSTRU,1,234.00,0.00,234.00,63.75,0.00,63.75,0.00,0.00,0.00
24-068,LIME BULK STORAGE TANK #4,R2TCONSTRU,1,236.00,0.00,236.00,37.00,0.00,37.00,0.00,0.00,0.00
24-069,LIME BULK STORAGE TANK #5,R2TCONSTRU,1,206.50,0.00,206.50,33.25,0.00,33.25,0.00,0.00,0.00
24-070,LIME BULK STORAGE TANK #6,R2TCONSTRU,1,220.75,0.00,220.75,55.25,0.00,55.25,0.00,0.00,0.00
25-001,"144"" FLAT BOTTOM",USSUGARSV,1,5.50,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00
25-002,SURGE TANK,THIEKAOL,1,60.50,0.00,60.50,0.00,0.00,0.00,0.00,0.00,0.00
25-003,BLUNGER TANK #3,THIEKAOL,1,240.00,0.00,240.00,39.00,0.00,39.00,0.00,0.00,0.00
25-004,BLUNGER TANK #4,THIEKAOL,1,254.00,0.00,254.00,25.50,0.00,25.50,0.00,0.00,0.00
25-005,P-50 REPLACEMENT,CYTECIND,1,148.75,0.00,148.75,0.00,0.00,0.00,0.00,0.00,0.00
25-007,160-TK-16001,KIMBCLAR,1,223.50,0.00,223.50,69.75,0.00,69.75,0.00,0.00,0.00
25-008,160-TK-22006,KIMBCLAR,1,140.00,0.00,140.00,14.50,0.00,14.50,0.00,0.00,0.00
25-009,220-TK-22001,KIMBCLAR,1,231.00,0.00,231.00,43.00,0.00,43.00,0.00,0.00,0.00
25-010,220-TK-22112,KIMBCLAR,1,80.50,0.00,80.50,8.00,0.00,8.00,0.00,0.00,0.00
25-011,230-TK-23001,KIMBCLAR,1,220.00,0.00,220.00,34.00,0.00,34.00,0.00,0.00,0.00
25-012,330-TK-33001,KIMBCLAR,1,238.25,0.00,238.25,61.75,0.00,61.75,0.00,0.00,0.00
25-013,340-TK-34001,KIMBCLAR,1,153.00,0.00,153.00,30.00,0.00,30.00,0.00,0.00,0.00
25-014,360-TK-36006,KIMBCLAR,1,164.00,0.00,164.00,29.00,0.00,29.00,0.00,0.00,0.00
25-015,360-TK-36101,KIMBCLAR,1,214.00,0.00,214.00,37.50,0.00,37.50,0.00,0.00,0.00
25-016,370-TK-37001,KIMBCLAR,1,176.50,0.00,176.50,14.50,0.00,14.50,0.00,0.00,0.00
25-017,370-TK-37005,KIMBCLAR,1,153.50,0.00,153.50,37.50,0.00,37.50,0.00,0.00,0.00
25-018,420-BT-42001,KIMBCLAR,1,412.75,0.00,412.75,64.00,0.00,64.00,0.00,0.00,0.00
25-019,520-TK-52001,KIMBCLAR,1,142.50,0.00,142.50,11.50,0.00,11.50,0.00,0.00,0.00
25-020,360-TK-36102,KIMBCLAR,1,334.75,0.00,334.75,71.50,0.00,71.50,0.00,0.00,0.00
25-021,861-TK-86101,KIMBCLAR,1,259.50,0.00,259.50,89.50,0.00,89.50,0.00,0.00,0.00
25-023,PRODUCT LIQUOR FLASH TANK,ANDRITZI,1,107.00,0.00,107.00,1.00,0.00,1.00,0.00,0.00,0.00
25-024,CLEAN CONDENSATE SURGE TANK,ANDRITZI,1,75.00,0.00,75.00,1.00,0.00,1.00,0.00,0.00,0.00
25-025,TAD FABRIC RELEASE BULK TANK,IRVCPROD,1,232.75,0.00,232.75,42.00,0.00,42.00,0.00,0.00,0.00
25-026,CREPING ADHESIVE BULK TANK,IRVCPROD,1,187.25,0.00,187.25,56.00,0.00,56.00,0.00,0.00,0.00
25-027,YANKEE MACHINE CHEST,IRVCPROD,1,249.50,0.00,249.50,44.00,0.00,44.00,0.00,0.00,0.00
25-028,CORE MACHINE CHEST,IRVCPROD,1,131.50,0.00,131.50,32.00,0.00,32.00,0.00,0.00,0.00
25-029,TAD MACHINE CHEST,IRVCPROD,1,300.00,0.00,300.00,49.00,0.00,49.00,0.00,0.00,0.00
25-030,DAF RECOVERED FIBER TANK,IRVCPROD,1,221.50,0.00,221.50,41.00,0.00,41.00,0.00,0.00,0.00
25-031,WET STRENGTH RESIN BULK STORAGE TK#1,IRVCPROD,1,285.00,0.00,285.00,52.50,0.00,52.50,0.00,0.00,0.00
25-032,WET STRENGTH RESIN BULK STORAGE TK#2,IRVCPROD,1,204.25,0.00,204.25,62.50,0.00,62.50,0.00,0.00,0.00
25-033,BOW SCREEN RECOVERED FIBER TANK,IRVCPROD,1,237.50,0.00,237.50,26.00,0.00,26.00,0.00,0.00,0.00
25-034,TAD SEAL POT,IRVCPROD,1,77.50,0.00,77.50,3.50,0.00,3.50,0.00,0.00,0.00
25-035,FORMING SEAL POT,IRVCPROD,1,208.00,0.00,208.00,21.50,0.00,21.50,0.00,0.00,0.00
25-036,DB TAD SEAL POT,IRVCPROD,1,40.50,0.00,40.50,21.00,0.00,21.00,0.00,0.00,0.00
25-037,DRY STRENGTH BULK TANK,IRVCPROD,1,225.00,0.00,225.00,72.75,0.00,72.75,0.00,0.00,0.00
25-039,FILTER TANK,ZACHMAIN,1,221.50,0.00,221.50,67.25,0.00,67.25,0.00,0.00,0.00
25-040,HR 120 SHELL,NAKKILNS,1,207.00,0.00,207.00,52.00,0.00,52.00,0.00,0.00,0.00
25-042,FOUL CONDENSATE TANK,ANDRITZI,1,73.50,0.00,73.50,11.00,0.00,11.00,0.00,0.00,0.00
25-044,CLEAR CHEST,NOAHINDU,1,257.50,0.00,257.50,75.00,0.00,75.00,0.00,0.00,0.00
25-045,NOZZLES AND AGITATOR SUPPORTS,PROPIPE,1,26.50,0.00,26.50,0.00,0.00,0.00,0.00,0.00,0.00
25-047,(2) VIBE PADS,APPLINDU,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-052,SKIM OIL TANK,KRATCHEM,1,323.00,0.00,323.00,94.50,0.00,94.50,0.00,0.00,0.00
25-053,VAPOR DUCTING 300122163,ANDRITZI,1,138.00,0.00,138.00,37.50,0.00,37.50,0.00,0.00,0.00
25-054,CHLOROSULFONIC ACID BULK STORAGE TK,CHROMASC,1,311.00,0.00,311.00,71.50,0.00,71.50,0.00,0.00,0.00
25-056,BUFFER TANK #1,RECOCOMM,1,197.50,0.00,197.50,36.25,0.00,36.25,0.00,0.00,0.00
25-057,BUFFER TANK #2,RECOCOMM,1,293.00,0.00,293.00,59.75,0.00,59.75,0.00,0.00,0.00
25-058,BUFFER TANK #3,RECOCOMM,1,225.50,0.00,225.50,72.50,0.00,72.50,0.00,0.00,0.00
25-059,BUFFER TANK #4,RECOCOMM,1,291.75,0.00,291.75,81.50,0.00,81.50,0.00,0.00,0.00
25-060,BUFFER TANK #5,RECOCOMM,1,205.75,0.00,205.75,89.25,0.00,89.25,0.00,0.00,0.00
25-061,BUFFER TANK #6,RECOCOMM,1,261.25,0.00,261.25,78.50,0.00,78.50,0.00,0.00,0.00
25-062,BUFFER TANK #7,RECOCOMM,1,271.75,0.00,271.75,68.00,0.00,68.00,0.00,0.00,0.00
25-063,BUFFER TANK #8,RECOCOMM,1,270.25,0.00,270.25,78.25,0.00,78.25,0.00,0.00,0.00
25-064,BUFFER TANK #9,RECOCOMM,1,276.75,0.00,276.75,83.50,0.00,83.50,0.00,0.00,0.00
25-065,BUFFER TANK #10,RECOCOMM,1,280.50,0.00,280.50,60.00,0.00,60.00,0.00,0.00,0.00
25-066,BUFFER TANK #11,RECOCOMM,1,366.50,0.00,366.50,64.00,0.00,64.00,0.00,0.00,0.00
25-067,BUFFER TANK #12,RECOCOMM,1,313.50,0.00,313.50,76.75,0.00,76.75,0.00,0.00,0.00
25-068,,RECOCOMM,1,315.00,0.00,315.00,44.00,0.00,44.00,0.00,0.00,0.00
25-069,BUFFER TANK #14,RECOCOMM,1,199.25,0.00,199.25,29.25,0.00,29.25,0.00,0.00,0.00
25-070,BUFFER TANK #15,RECOCOMM,1,118.50,0.00,118.50,12.25,0.00,12.25,0.00,0.00,0.00
25-071,BUFFER TANK #16,RECOCOMM,1,117.00,0.00,117.00,35.25,0.00,35.25,0.00,0.00,0.00
25-072,SS STORAGE TANK #1,BURKINDU,1,261.50,0.00,261.50,65.50,0.00,65.50,0.00,0.00,0.00
25-073,SS STORAGE TANK #2,BURKINDU,1,254.50,0.00,254.50,72.50,0.00,72.50,0.00,0.00,0.00
25-074,T306 FERRIC SULFATE STORAGE TANK,KEMIRAWS,1,346.75,0.00,346.75,33.00,0.00,33.00,0.00,0.00,0.00
25-075,SULFURIC ACID TANK,KEMIRAWS,1,207.00,0.00,207.00,74.50,0.00,74.50,0.00,0.00,0.00
25-076,GLUE CONTAINMENT DROPLET SEAL POT,IRVCPROD,1,40.50,0.00,40.50,1.50,0.00,1.50,0.00,0.00,0.00
25-077,R-301 DMN CSTR,EPICSYST,1,111.50,0.00,111.50,23.50,0.00,23.50,0.00,0.00,0.00
25-078,R-310 PACKED BED REACTOR,EPICSYST,1,95.00,0.00,95.00,21.50,0.00,21.50,0.00,0.00,0.00
25-079,R-311 PACKED BED REACTOR,EPICSYST,1,73.50,0.00,73.50,19.00,0.00,19.00,0.00,0.00,0.00
25-080,DAF FILTRATE TANK,DOMTARPA,1,217.75,0.00,217.75,36.00,0.00,36.00,0.00,0.00,0.00
25-081,"20"" ROLLED PIPE",PROPIPE,1,5.50,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00
25-082,ROLLED PLATE,TOMHENLEY,1,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
25-083,REACTOR 12,SYNTHOMER,1,151.50,0.00,151.50,39.50,0.00,39.50,0.00,0.00,0.00
25-084,SULFUR HOLDING TANK,ATLASMIN,1,358.50,0.00,358.50,52.50,0.00,52.50,0.00,0.00,0.00
25-085,HIGH FBCR TANK (316 OPTION),NOAHINDU,1,288.00,0.00,288.00,64.25,0.00,64.25,0.00,0.00,0.00
25-086,SS FLANGE RING,TELLPROD,1,11.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
25-087,WASTE WATER TANK,SOLVAY-ALP,1,69.00,0.00,69.00,21.00,0.00,21.00,0.00,0.00,0.00
25-088,BALLAST TANK,CILISOTOPE,1,48.50,0.00,48.50,1.00,0.00,1.00,0.00,0.00,0.00
25-089,DISSOLVING TANK,VALMETIN,1,1516.00,0.00,1516.00,451.75,0.00,451.75,0.00,0.00,0.00
25-091,API MANWAY,USSUGARSV,1,9.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
25-092,CARBON UNIT #1,AMERTERP,1,77.50,0.00,77.50,26.50,0.00,26.50,0.00,0.00,0.00
25-093,CARBON UNIT #2,AMERTERP,1,73.00,0.00,73.00,23.50,0.00,23.50,0.00,0.00,0.00
25-094,420-TK-42003,KIMBCLAR,1,52.50,0.00,52.50,0.00,0.00,0.00,0.00,0.00,0.00
25-096,T-3405,MILLIKEN,1,59.00,0.00,59.00,12.00,0.00,12.00,0.00,0.00,0.00
25-097,T-3505,MILLIKEN,1,61.00,0.00,61.00,15.00,0.00,15.00,0.00,0.00,0.00
25-099,CONE BOTOOM W/COIL,BURKINDU,1,46.00,0.00,46.00,45.00,0.00,45.00,0.00,0.00,0.00
25-100,(8) ANCHOR CHAIRS,CONSDESI,1,6.00,0.00,6.00,1.00,0.00,1.00,0.00,0.00,0.00
25-101,T-1615 RUPTURE DISK CATCH TANK,HARPLOVE,1,90.00,0.00,90.00,13.50,0.00,13.50,0.00,0.00,0.00
25-117,MH-5301-HP-02000-CASING,MERRINDU,1,209.50,0.00,209.50,36.75,0.00,36.75,0.00,0.00,0.00
25-118,MH-5301-HP-05000-CASING,MERRINDU,1,45.00,0.00,45.00,14.00,0.00,14.00,0.00,0.00,0.00
25-124,BUFFER TANK 1 OF 224,VERTCORP,1,52.00,0.00,52.00,13.25,0.00,13.25,0.00,0.00,0.00
25-125,BUFFER TANK 2 OF 224,VERTCORP,1,52.00,0.00,52.00,9.75,0.00,9.75,0.00,0.00,0.00
25-126,BUFFER TANK 3 OF 224,VERTCORP,1,41.50,0.00,41.50,18.50,0.00,18.50,0.00,0.00,0.00
25-127,BUFFER TANK 4 OF 224,VERTCORP,1,50.75,0.00,50.75,13.25,0.00,13.25,0.00,0.00,0.00
25-128,BUFFER TANK 5 OF 224,VERTCORP,1,41.50,0.00,41.50,13.25,0.00,13.25,0.00,0.00,0.00
25-129,BUFFER TANK 6 OF 224,VERTCORP,1,51.50,0.00,51.50,14.75,0.00,14.75,0.00,0.00,0.00
25-130,BUFFER TANK 7 OF 224,VERTCORP,1,39.00,0.00,39.00,18.50,0.00,18.50,0.00,0.00,0.00
25-131,BUFFER TANK 8 OF 224,VERTCORP,1,41.50,0.00,41.50,13.50,0.00,13.50,0.00,0.00,0.00
25-132,BUFFER TANK 9 OF 224,VERTCORP,1,50.50,0.00,50.50,11.00,0.00,11.00,0.00,0.00,0.00
25-133,BUFFER TANK 10 OF 224,VERTCORP,1,41.25,0.00,41.25,12.00,0.00,12.00,0.00,0.00,0.00
25-134,BUFFER TANK 11 OF 224,VERTCORP,1,37.00,0.00,37.00,10.50,0.00,10.50,0.00,0.00,0.00
25-135,BUFFER TANK 12 OF 224,VERTCORP,1,31.75,0.00,31.75,13.50,0.00,13.50,0.00,0.00,0.00
25-136,BUFFER TANK 13 OF 224,VERTCORP,1,30.00,0.00,30.00,9.00,0.00,9.00,0.00,0.00,0.00
25-137,BUFFER TANK 14 OF 224,VERTCORP,1,40.75,0.00,40.75,6.50,0.00,6.50,0.00,0.00,0.00
25-138,BUFFER TANK 15 OF 224,VERTCORP,1,32.50,0.00,32.50,4.00,0.00,4.00,0.00,0.00,0.00
25-139,BUFFER TANK 16 OF 224,VERTCORP,1,29.50,0.00,29.50,11.00,0.00,11.00,0.00,0.00,0.00
25-140,BUFFER TANK 17 OF 224,VERTCORP,1,37.50,0.00,37.50,4.25,0.00,4.25,0.00,0.00,0.00
25-141,BUFFER TANK 18 OF 224,VERTCORP,1,31.00,0.00,31.00,7.00,0.00,7.00,0.00,0.00,0.00
25-142,BUFFER TANK 19 OF 224,VERTCORP,1,48.50,0.00,48.50,4.50,0.00,4.50,0.00,0.00,0.00
25-143,BUFFER TANK 20 OF 224,VERTCORP,1,38.00,0.00,38.00,8.25,0.00,8.25,0.00,0.00,0.00
25-144,BUFFER TANK 21 OF 224,VERTCORP,1,27.50,0.00,27.50,11.50,0.00,11.50,0.00,0.00,0.00
25-145,BUFFER TANK 22 OF 224,VERTCORP,1,23.50,0.00,23.50,11.50,0.00,11.50,0.00,0.00,0.00
25-146,BUFFER TANK 23 OF 224,VERTCORP,1,38.75,0.00,38.75,8.00,0.00,8.00,0.00,0.00,0.00
25-147,BUFFER TANK 24 OF 224,VERTCORP,1,31.50,0.00,31.50,14.50,0.00,14.50,0.00,0.00,0.00
25-148,BUFFER TANK 25 OF 224,VERTCORP,1,16.50,0.00,16.50,5.50,0.00,5.50,0.00,0.00,0.00
25-149,BUFFER TANK 26 OF 224,VERTCORP,1,19.00,0.00,19.00,4.50,0.00,4.50,0.00,0.00,0.00
25-150,BUFFER TANK 27 OF 224,VERTCORP,1,13.50,0.00,13.50,4.50,0.00,4.50,0.00,0.00,0.00
25-151,BUFFER TANK 28 OF 224,VERTCORP,1,14.00,0.00,14.00,4.00,0.00,4.00,0.00,0.00,0.00
25-152,BUFFER TANK 29 OF 224,VERTCORP,1,12.50,0.00,12.50,4.00,0.00,4.00,0.00,0.00,0.00
25-153,BUFFER TANK 30 OF 224,VERTCORP,1,12.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00
25-154,BUFFER TANK 31 OF 224,VERTCORP,1,18.00,0.00,18.00,3.50,0.00,3.50,0.00,0.00,0.00
25-155,BUFFER TANK 32 OF 224,VERTCORP,1,12.00,0.00,12.00,3.00,0.00,3.00,0.00,0.00,0.00
25-156,BUFFER TANK 33 OF 224,VERTCORP,1,10.00,0.00,10.00,3.00,0.00,3.00,0.00,0.00,0.00
25-157,BUFFER TANK 34 OF 224,VERTCORP,1,10.00,0.00,10.00,3.00,0.00,3.00,0.00,0.00,0.00
25-158,BUFFER TANK 35 OF 224,VERTCORP,1,9.75,0.00,9.75,3.00,0.00,3.00,0.00,0.00,0.00
25-159,BUFFER TANK 36 OF 224,VERTCORP,1,11.00,0.00,11.00,5.50,0.00,5.50,0.00,0.00,0.00
25-160,BUFFER TANK 37 OF 224,VERTCORP,1,10.00,0.00,10.00,3.00,0.00,3.00,0.00,0.00,0.00
25-161,BUFFER TANK 38 OF 224,VERTCORP,1,13.50,0.00,13.50,3.00,0.00,3.00,0.00,0.00,0.00
25-162,BUFFER TANK 39 OF 224,VERTCORP,1,13.50,0.00,13.50,2.00,0.00,2.00,0.00,0.00,0.00
25-163,BUFFER TANK 40 OF 224,VERTCORP,1,14.00,0.00,14.00,2.00,0.00,2.00,0.00,0.00,0.00
25-164,BUFFER TANK 41 OF 224,VERTCORP,1,12.50,0.00,12.50,3.50,0.00,3.50,0.00,0.00,0.00
25-165,BUFFER TANK 42 OF 224,VERTCORP,1,9.50,0.00,9.50,2.50,0.00,2.50,0.00,0.00,0.00
25-166,BUFFER TANK 43 OF 224,VERTCORP,1,9.50,0.00,9.50,2.50,0.00,2.50,0.00,0.00,0.00
25-167,BUFFER TANK 44 OF 224,VERTCORP,1,10.00,0.00,10.00,2.50,0.00,2.50,0.00,0.00,0.00
