OH-26,0," ",SAFETY,0,23,S,2026-01-02 00:00:00.000
OH-26,1," ",OVERHEAD,0,2785.5,S,2026-01-02 00:00:00.000
OH-26,2," ",REPAIR,0,0,O,2026-01-02 00:00:00.000
OH-26,3," ",SUPERVISN,0,1204.5,S,2026-01-02 00:00:00.000
OH-26,4," ",TRAINING,0,285.75,S,2026-01-02 00:00:00.000
OH-26,5," ",MAINTENANC,0,597.5,S,2026-01-02 00:00:00.000
OH-26,6," ",FAC. MAINT,0,0,O,2026-01-02 00:00:00.000
OH-26,7," ",ACADEMY,0,0,O,2026-01-02 00:00:00.000
25-124,0,Receive Material,PRE FAB,0,0,C,2025-12-15 00:00:00.000
25-124,1,UT Top & Bottom Heads,INSPECTION,0,0,C,2025-12-15 00:00:00.000
