Job,Sequence,Work_Center,Description,Est_Setup_Hrs,Est_Run_Hrs,Est_Total_Hrs,Act_Setup_Hrs,Act_Run_Hrs,Est_Setup_Labor,Est_Run_Labor,Act_Setup_Labor,Act_Run_Labor,Est_Labor_Burden,Act_Labor_Burden,Est_Machine_Burden,Act_Machine_Burden,Est_Total_Cost,Act_Total_Cost,Status,Run_Pct_Complete,Setup_Pct_Complete,Due_Date,Sched_Start,Sched_End,Actual_Start,Act_Total_Hrs
23-051,59,INSPECTION,ASME Inspection Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,60,MOVE TANK,Move to Paint Area,0.0,2.0,2.0,0.0,6.0,0.0,40.0,0.0,122.0,92.0,280.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-07 06:00:00,6.0
23-051,61,INSPECTION,QC Inspection - Sandblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,62,INSPECTION,QC Inspection - Paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,63,FINISHING,Prepare Tank for Shipment,0.0,6.0,6.0,0.0,6.5,0.0,120.0,0.0,144.0,276.0,331.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-21 06:00:00,6.5
23-051,64,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,65,SHIPPING,Load on Truck,0.0,5.0,5.0,0.0,1.0,0.0,100.0,0.0,22.0,230.0,50.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-21 06:00:00,1.0
23-052,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,4.0,4.0,0.0,6.5,0.0,80.0,0.0,173.5,184.0,399.05,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-29 06:00:00,6.5
23-052,3,PRE FAB,Build Nozzles-Weld,0.0,7.0,7.0,0.0,7.0,0.0,140.0,0.0,217.0,322.0,499.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-29 06:00:00,7.0
23-052,4,PRE FAB,Build Repads for Nozzles,0.0,9.0,9.0,0.0,9.0,0.0,180.0,0.0,483.75,414.0,778.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-01 06:00:00,9.0
23-052,5,PRE FAB,Build Dip Tubes-Weld,0.0,2.0,2.0,0.0,3.0,0.0,40.0,0.0,93.0,92.0,213.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-15 06:00:00,3.0
23-052,6,PRE FAB,Make Manway Parts,0.0,1.0,1.0,0.0,2.0,0.0,20.0,0.0,62.0,46.0,142.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-01 06:00:00,2.0
23-052,7,PRE FAB,"Brn MW Neck, Clean, Bevel",0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,41.5,46.0,95.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-25 06:00:00,1.0
23-052,8,PRE FAB,Roll Manway Neck,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,46.5,46.0,71.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,1.0
23-052,9,PRE FAB,"S/U Weld MW Flg, Neck Sem",0.0,2.0,2.0,0.0,3.0,0.0,40.0,0.0,93.0,92.0,213.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-31 06:00:00,3.0
23-052,10,PRE FAB,Bld Davit Arm Aby Cover,0.0,2.0,2.0,0.0,5.5,0.0,40.0,0.0,170.5,92.0,392.15,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-15 06:00:00,5.5
23-052,11,PRE FAB,"B&C parts-lugs, supp, etc",0.0,12.0,12.0,0.0,20.5,0.0,240.0,0.0,485.0,552.0,1075.83,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-20 06:00:00,20.5
23-052,12,PRE FAB,Build Supports,0.0,8.0,8.0,0.0,8.0,0.0,160.0,0.0,238.0,368.0,547.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-29 06:00:00,8.0
23-052,13,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,83.0,92.0,190.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-25 06:00:00,2.0
23-052,14,PRE FAB,Fab Miscellaneous Parts,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,93.0,92.0,142.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,2.0
23-052,15,PRE FAB,Wrap Top & Bottom Heads,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,28.5,46.0,65.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-24 06:00:00,1.0
23-052,16,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,17,PRE FAB,"BI, SQ, T&C Shells",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,60.0,92.0,138.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-17 06:00:00,2.0
23-052,18,PRE FAB,Bevel Shell Plates,0.0,2.0,2.0,0.0,1.0,0.0,40.0,0.0,30.0,92.0,69.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-17 06:00:00,1.0
23-052,19,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,4.0,4.0,0.0,5.0,0.0,80.0,0.0,132.0,184.0,303.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-17 06:00:00,5.0
23-052,20,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,21,FIT,Weld Nozzles - Top Head,0.0,1.0,1.0,0.0,3.5,0.0,20.0,0.0,99.75,46.0,229.43,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2024-01-24 06:00:00,3.5
23-052,22,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,23,PRE FAB,"L/O Bottom, B&C Holes",0.0,1.0,1.0,0.0,1.5,0.0,20.0,0.0,42.75,46.0,98.33,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-26 06:00:00,1.5
23-052,24,PRE FAB,Set Nozzles - Bottom Head,0.0,1.0,1.0,0.0,1.5,0.0,20.0,0.0,42.75,46.0,98.33,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-30 06:00:00,1.5
23-052,25,FIT,Weld Nozzles - Bot. Head,0.0,2.0,2.0,0.0,1.0,0.0,40.0,0.0,36.0,92.0,55.2,0.0,0.0,0.0,0.0,C,50.0,0.0,,,,2024-02-02 06:00:00,1.0
23-052,26,INSPECTION,ASME Hold Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,27,FIT,Fit Bottom Head to Shell,0.0,2.0,2.0,0.0,5.5,0.0,40.0,0.0,132.0,92.0,303.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-05 06:00:00,5.5
23-052,28,FIT,Weld Inside Round Seams,0.0,4.0,4.0,0.0,6.0,0.0,80.0,0.0,144.0,184.0,331.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-06 06:00:00,6.0
23-052,29,FIT,"L/O Shell, B&C Holes",0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,96.0,184.0,220.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-08 06:00:00,4.0
23-052,30,FIT,Install Baffles-Weld,0.0,5.0,5.0,0.0,9.0,0.0,100.0,0.0,252.0,230.0,496.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-02 06:00:00,9.0
23-052,31,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,32,FIT,Fit Top to Shell,0.0,3.0,3.0,0.0,4.5,0.0,60.0,0.0,153.75,138.0,254.15,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-09 06:00:00,4.5
23-052,33,FIT,Weld top to shell ,0.0,7.0,7.0,0.0,6.5,0.0,140.0,0.0,153.0,322.0,351.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-12 06:00:00,6.5
23-052,34,FIT,Weld all Outside Seams,0.0,8.0,8.0,0.0,10.0,0.0,160.0,0.0,273.0,368.0,627.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-30 06:00:00,10.0
23-052,35,MOVE TANK,Move Tank to Detail Rolls,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,24.0,46.0,55.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-31 06:00:00,1.0
23-052,36,FIT,Install Support Parts,0.0,12.0,12.0,0.0,9.0,0.0,240.0,0.0,246.0,552.0,565.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-21 06:00:00,9.0
23-052,37,FIT,Set Nozzles in Shell,0.0,6.0,6.0,0.0,4.5,0.0,120.0,0.0,108.0,276.0,248.4,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2024-01-31 06:00:00,4.5
23-052,38,FIT,Weld Shell Nozz & M/Ws,0.0,20.0,20.0,0.0,22.5,0.0,400.0,0.0,595.0,920.0,1368.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-31 06:00:00,22.5
23-052,39,FIT,Add Repads-Weld,0.0,10.0,10.0,0.0,14.5,0.0,200.0,0.0,348.0,460.0,800.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-07 06:00:00,14.5
23-052,40,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,0.5,0.0,20.0,0.0,12.0,46.0,27.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-21 06:00:00,0.5
23-052,41,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,42,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,43,INSPECTION,ASME Inspection Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,44,MOVE TANK,Move to Shop Test Area,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,34.0,46.0,78.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-21 06:00:00,1.0
23-052,45,FINISHING,Test Tank,0.0,10.0,10.0,0.0,11.0,0.0,200.0,0.0,278.0,460.0,639.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-21 06:00:00,11.0
23-052,46,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,47,INSPECTION,ASME Inspection Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,48,MOVE TANK,Move to Paint Area,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,22.0,46.0,50.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-05 06:00:00,1.0
23-052,49,INSPECTION,QC Inspection - Sandblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,50,INSPECTION,QC Inspection - Paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,51,FINISHING,Prepare Tank for Shipment,0.0,2.0,2.0,0.0,6.5,0.0,40.0,0.0,123.0,92.0,282.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-05 06:00:00,6.5
23-052,52,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-052,53,SHIPPING,Load on Truck,0.0,2.0,2.0,0.0,3.0,0.0,40.0,0.0,58.0,92.0,133.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-06 06:00:00,3.0
23-053,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,9.0,9.0,0.0,6.5,0.0,180.0,0.0,179.0,414.0,411.7,0.0,0.0,0.0,0.0,C,65.0,0.0,,,,2024-04-02 06:00:00,6.5
23-053,3,PRE FAB,Build Nozzles-Weld,0.0,21.0,21.0,0.0,28.0,0.0,420.0,0.0,808.5,966.0,1859.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-02 06:00:00,28.0
23-053,4,PRE FAB,Make Manway Parts,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,62.0,92.0,142.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-16 06:00:00,2.0
23-053,5,PRE FAB,"Brn MW Neck, Clean, Bevel",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,62.0,92.0,142.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-03 06:00:00,2.0
23-053,6,PRE FAB,Roll Manway Neck,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,62.0,92.0,142.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-27 06:00:00,2.0
23-053,7,PRE FAB,"S/U Weld MW Flg, Neck Sem",0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,117.0,184.0,269.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-04 06:00:00,4.0
23-053,8,PRE FAB,Bld Davit Arm Aby Cover,0.0,3.0,3.0,0.0,3.5,0.0,60.0,0.0,108.5,138.0,249.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-17 06:00:00,3.5
23-053,9,PRE FAB,"B&C parts-lugs, supp, etc",0.0,32.0,32.0,0.0,44.0,0.0,640.0,0.0,1179.0,1472.0,2378.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-20 06:00:00,44.0
23-053,10,PRE FAB,Build Supports,0.0,6.0,6.0,0.0,6.0,0.0,120.0,0.0,168.0,276.0,335.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-21 06:00:00,6.0
23-053,11,PRE FAB,Roll Repads-Drill & Tap,0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,166.0,184.0,381.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-11 06:00:00,4.0
23-053,12,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,83.0,92.0,190.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-05 06:00:00,2.0
23-053,13,PRE FAB,Roll Rim Angle,0.0,3.0,3.0,0.0,2.5,0.0,60.0,0.0,72.5,138.0,166.75,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-19 06:00:00,2.5
23-053,14,PRE FAB,Fab Miscellaneous Parts,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,124.5,138.0,286.35,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-11 06:00:00,3.0
23-053,15,PRE FAB,Misc Fabrication,0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,80.0,184.0,184.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-12 06:00:00,4.0
23-053,16,PRE FAB,"Cut, Build Ladder Parts",0.0,8.0,8.0,0.0,8.5,0.0,160.0,0.0,215.0,368.0,437.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-12 06:00:00,8.5
23-053,17,PRE FAB,Form and Roll Ladder Hoop,0.0,4.0,4.0,0.0,5.5,0.0,80.0,0.0,147.0,184.0,338.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-16 06:00:00,5.5
23-053,18,PRE FAB,Build Ladder-Weld,0.0,24.0,24.0,0.0,23.0,0.0,480.0,0.0,712.0,1104.0,1361.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-15 06:00:00,23.0
23-053,19,PRE FAB,"Cut, Build Handrail Parts",0.0,6.0,6.0,0.0,6.0,0.0,120.0,0.0,242.5,276.0,457.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-29 06:00:00,6.0
23-053,20,PRE FAB,Roll Handrail Pipe,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,87.0,138.0,200.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-20 06:00:00,3.0
23-053,21,PRE FAB,Roll Handrail Toe Plate,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,52.0,92.0,119.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-08 06:00:00,2.0
23-053,22,PRE FAB,Build Handrail-Weld,0.0,25.0,25.0,0.0,33.0,0.0,500.0,0.0,1115.63,1150.0,2171.78,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-03 06:00:00,33.0
23-053,23,INSPECTION,QC Inspection - Pre Sub C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,24,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,25,PRE FAB,"BI, SQ, T&C Shells",0.0,15.0,15.0,0.0,16.0,0.0,300.0,0.0,480.0,690.0,1104.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-02 06:00:00,16.0
23-053,26,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,10.0,10.0,0.0,10.0,0.0,200.0,0.0,300.0,460.0,690.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-02 06:00:00,10.0
23-053,27,PRE FAB,Build Top Head/Cone,0.0,10.0,10.0,0.0,9.0,0.0,200.0,0.0,270.0,460.0,621.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-25 06:00:00,9.0
23-053,28,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,29,FIT,"L/O Top, B&C Holes",0.0,8.0,8.0,0.0,11.0,0.0,160.0,0.0,305.0,368.0,701.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-27 06:00:00,11.0
23-053,30,PRE FAB,Set Nozzles & Lugs - Top,0.0,6.0,6.0,0.0,8.0,0.0,120.0,0.0,279.75,276.0,538.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-04 06:00:00,8.0
23-053,31,FIT,Weld Nozzles - Top Head,0.0,13.0,13.0,0.0,17.5,0.0,260.0,0.0,446.5,598.0,1026.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-08 06:00:00,17.5
23-053,32,PRE FAB,Install Top Stiffeners,0.0,3.0,3.0,0.0,2.0,0.0,60.0,0.0,50.0,138.0,115.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-16 06:00:00,2.0
23-053,33,PRE FAB,Build Bottom Head/Cone,0.0,7.0,7.0,0.0,6.0,0.0,140.0,0.0,180.0,322.0,414.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-26 06:00:00,6.0
23-053,34,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,35,FIT,Fit Bottom Head to Shell,0.0,8.0,8.0,0.0,8.0,0.0,160.0,0.0,224.0,368.0,515.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-03 06:00:00,8.0
23-053,36,FIT,Tack Shell Courses,0.0,7.0,7.0,0.0,8.5,0.0,140.0,0.0,230.5,322.0,530.15,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-10 06:00:00,8.5
23-053,37,FIT,Weld Inside Round Seams,0.0,7.0,7.0,0.0,9.0,0.0,140.0,0.0,336.0,322.0,579.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-11 06:00:00,9.0
23-053,38,FIT,Install Rim Angle,0.0,5.0,5.0,0.0,6.0,0.0,100.0,0.0,182.0,230.0,386.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-10 06:00:00,6.0
23-053,39,FIT,Weld Rim Angle,0.0,5.0,5.0,0.0,8.0,0.0,100.0,0.0,222.0,230.0,450.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-11 06:00:00,8.0
23-053,40,FIT,"L/O Shell, B&C Holes",0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,82.5,138.0,189.75,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-30 06:00:00,3.0
23-053,41,FIT,Install Internal Parts,0.0,3.0,3.0,0.0,4.0,0.0,60.0,0.0,104.0,138.0,239.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-01 06:00:00,4.0
23-053,42,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,43,FIT,Fit Top to Shell,0.0,8.0,8.0,0.0,10.5,0.0,160.0,0.0,341.5,368.0,710.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-17 06:00:00,10.5
23-053,44,FIT,Weld all Outside Seams,0.0,12.0,12.0,0.0,7.5,0.0,240.0,0.0,320.0,552.0,510.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-23 06:00:00,7.5
23-053,45,MOVE TANK,Move Tank to Detail Rolls,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,84.0,92.0,128.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-03 06:00:00,2.0
23-053,46,FIT,Install Insul/Vac Rings,0.0,6.0,6.0,0.0,3.0,0.0,120.0,0.0,78.0,276.0,179.4,0.0,0.0,0.0,0.0,C,50.0,0.0,,,,2024-05-01 06:00:00,3.0
23-053,47,FIT,Install Lift Lugs on Shl,0.0,4.0,4.0,0.0,4.5,0.0,80.0,0.0,117.0,184.0,269.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-25 06:00:00,4.5
23-053,48,FIT,Install Support Parts,0.0,15.0,15.0,0.0,16.0,0.0,300.0,0.0,452.5,690.0,976.35,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-23 06:00:00,16.0
23-053,49,FIT,Set Nozzles in Shell,0.0,7.0,7.0,0.0,8.5,0.0,140.0,0.0,247.0,322.0,508.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-23 06:00:00,8.5
23-053,50,FIT,Weld Shell Nozz & M/Ws,0.0,14.0,14.0,0.0,28.0,0.0,280.0,0.0,791.5,644.0,1584.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-24 06:00:00,28.0
23-053,51,FIT,Install Dip Pipe Supports,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,74.0,138.0,170.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-25 06:00:00,3.0
23-053,52,FIT,"Fit Handrail, I&W Clips",0.0,6.0,6.0,0.0,8.5,0.0,120.0,0.0,292.0,276.0,540.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-11 06:00:00,8.5
23-053,53,FIT,"Fit Ladder, I&W Clips",0.0,8.0,8.0,0.0,12.0,0.0,160.0,0.0,319.63,368.0,719.33,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-05 06:00:00,12.0
23-053,54,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,2.0,0.0,20.0,0.0,52.0,46.0,119.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-02 06:00:00,2.0
23-053,55,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,3.0,0.0,20.0,0.0,80.0,46.0,184.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-02 06:00:00,3.0
23-053,56,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,57,MOVE TANK,Move to Shop Test Area,0.0,2.0,2.0,0.0,7.0,0.0,40.0,0.0,239.75,92.0,442.75,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-03 06:00:00,7.0
23-053,58,FINISHING,Test Tank,0.0,12.0,12.0,0.0,16.0,0.0,240.0,0.0,352.0,552.0,809.6,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2024-05-06 06:00:00,16.0
23-053,59,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-053,60,FINISHING,Clean Tank Complete,0.0,32.0,32.0,0.0,65.0,0.0,640.0,0.0,1480.0,1472.0,3404.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-06 06:00:00,65.0
23-053,61,INSPECTION,QC Inspection - Clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
