Job,Sequence,Work_Center,Description,Est_Setup_Hrs,Est_Run_Hrs,Est_Total_Hrs,Act_Setup_Hrs,Act_Run_Hrs,Est_Setup_Labor,Est_Run_Labor,Act_Setup_Labor,Act_Run_Labor,Est_Labor_Burden,Act_Labor_Burden,Est_Machine_Burden,Act_Machine_Burden,Est_Total_Cost,Act_Total_Cost,Status,Run_Pct_Complete,Setup_Pct_Complete,Due_Date,Sched_Start,Sched_End,Actual_Start,Act_Total_Hrs
25-150,28,FIT,Weld all Outside Seams,0.0,2.0,2.0,0.0,1.0,0.0,40.0,0.0,34.0,92.0,78.2,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-19 06:00:00,2026-04-08 13:00:00,2026-03-19 06:00:00,1.0
25-150,29,MOVE TANK,Move Tank to Detail Rolls,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 13:00:00,2026-04-08 14:00:00,,0.0
25-150,30,FIT,Install Support Parts,0.0,4.0,4.0,0.0,1.5,0.0,80.0,0.0,46.5,184.0,106.95,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-16 06:00:00,2026-04-09 06:30:00,2026-03-16 06:00:00,1.5
25-150,31,FIT,Set Nozzles in Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 06:30:00,2026-04-09 07:30:00,,0.0
25-150,32,FIT,Weld Shell Nozz & M/Ws,0.0,3.0,3.0,0.0,2.0,0.0,60.0,0.0,68.0,138.0,156.4,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-19 06:00:00,2026-04-09 08:30:00,2026-03-19 06:00:00,2.0
25-150,33,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 08:30:00,2026-04-09 09:30:00,,0.0
25-150,34,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 09:30:00,2026-04-09 10:30:00,,0.0
25-150,35,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 10:30:00,,0.0
25-150,36,INSPECTION,ASME Inspection Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 10:30:00,,0.0
25-150,37,MOVE TANK,Move to Shop Test Area,0.0,1.0,1.0,0.0,0.5,0.0,20.0,0.0,17.0,46.0,39.1,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-19 06:00:00,2026-04-09 11:00:00,2026-03-19 06:00:00,0.5
25-150,38,FINISHING,Test Tank,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 11:00:00,2026-04-09 15:30:00,,0.0
25-150,39,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 15:30:00,2026-04-09 15:30:00,,0.0
25-150,40,INSPECTION,ASME Inspection Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 15:30:00,2026-04-09 15:30:00,,0.0
25-150,41,FINISHING,Clean Tank Complete,0.0,5.0,5.0,0.0,2.0,0.0,100.0,0.0,90.0,230.0,138.0,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-20 06:00:00,2026-04-10 08:00:00,2026-03-20 06:00:00,2.0
25-150,42,INSPECTION,QC Inspection - Clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 08:00:00,2026-04-10 08:00:00,,0.0
25-150,43,FINISHING,Prepare Tank for Shipment,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 08:00:00,2026-04-10 09:00:00,,0.0
25-150,44,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 09:00:00,2026-04-10 09:00:00,,0.0
25-150,45,SHIPPING,Load on Truck,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 09:00:00,2026-04-10 10:00:00,,0.0
25-151,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-151,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-151,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,2.0,2.0,0.0,0.5,0.0,40.0,0.0,12.5,92.0,28.75,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-04 06:00:00,2026-04-06 07:30:00,2026-02-04 06:00:00,0.5
25-151,3,PRE FAB,Build Nozzles-Weld,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-06 07:30:00,2026-04-06 11:30:00,,0.0
25-151,4,PRE FAB,Cut Parts on Burn Table,0.0,6.0,6.0,0.0,2.5,0.0,120.0,0.0,90.0,276.0,171.35,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-18 06:00:00,2026-04-06 15:30:00,2026-02-18 06:00:00,2.5
25-151,5,PRE FAB,Clean & Prep Parts,0.0,3.0,3.0,0.0,1.0,0.0,60.0,0.0,25.0,138.0,57.5,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-12 06:00:00,2026-04-07 07:00:00,2026-03-12 06:00:00,1.0
25-151,6,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 07:00:00,2026-04-07 08:00:00,,0.0
25-151,7,PRE FAB,Fab Miscellaneous Parts,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,58.0,92.0,133.4,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-09 06:00:00,2026-04-07 08:00:00,2026-02-09 06:00:00,2.0
25-151,8,PRE FAB,Misc Fabrication,0.0,2.0,2.0,0.0,1.0,0.0,40.0,0.0,27.0,92.0,62.1,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-18 06:00:00,2026-04-07 09:00:00,2026-02-18 06:00:00,1.0
25-151,9,PRE FAB,Wrap Top & Bottom Heads,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 09:00:00,2026-04-07 10:00:00,,0.0
25-151,10,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 10:00:00,2026-04-07 10:00:00,,0.0
25-151,11,PRE FAB,"BI, SQ, T&C Shells",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 10:00:00,2026-04-07 11:00:00,,0.0
25-151,12,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,3.0,3.0,0.0,2.0,0.0,60.0,0.0,83.0,138.0,148.35,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-27 06:00:00,2026-04-07 12:00:00,2026-02-27 06:00:00,2.0
25-151,13,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 12:00:00,2026-04-07 12:00:00,,0.0
25-151,14,PRE FAB,Set Nozzles & Lugs - Top,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 12:00:00,2026-04-07 13:00:00,,0.0
25-151,15,PRE FAB,Weld Nozzles - Top Head,0.0,3.0,3.0,0.0,1.0,0.0,60.0,0.0,25.0,138.0,57.5,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-09 06:00:00,2026-04-07 15:30:00,2026-03-09 06:00:00,1.0
25-151,16,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 15:30:00,2026-04-07 15:30:00,,0.0
25-151,17,PRE FAB,Set Nozzles - Bottom Head,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 15:30:00,2026-04-07 16:30:00,,0.0
25-151,18,PRE FAB,Weld Nozzles - Bot. Head,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 06:00:00,2026-04-08 07:00:00,,0.0
25-151,19,PRE FAB,"Bld Skirt, Roll & Tack",0.0,2.0,2.0,0.0,0.5,0.0,40.0,0.0,18.5,92.0,42.55,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-25 06:00:00,2026-04-08 08:30:00,2026-02-25 06:00:00,0.5
25-151,20,FIT,"Bld Skirt, Fit Anchor/Gst",0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,40.5,46.0,62.1,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-04-03 07:47:00,2026-04-08 08:30:00,,1.0
25-151,21,FIT,"Weld Skirt Nozzles, Etc.",0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,40.5,46.0,62.1,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-04-03 08:47:00,2026-04-08 08:30:00,,1.0
25-151,22,INSPECTION,ASME Hold Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 08:30:00,2026-04-08 08:30:00,,0.0
25-151,23,FIT,Fit Bottom Head to Shell,0.0,4.0,4.0,0.0,3.0,0.0,80.0,0.0,94.0,184.0,216.2,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-16 06:00:00,2026-04-08 09:30:00,2026-03-16 06:00:00,3.0
25-151,24,FIT,Install Baffles-Weld,0.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 09:30:00,2026-04-08 16:00:00,,0.0
25-151,25,FIT,Install Internal Parts,0.0,3.0,3.0,0.0,2.5,0.0,60.0,0.0,62.5,138.0,143.75,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-02 06:00:00,2026-04-08 16:30:00,2026-03-02 06:00:00,2.5
25-151,26,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 16:30:00,2026-04-08 16:30:00,,0.0
25-151,27,FIT,Fit Top to Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 06:00:00,2026-04-09 07:00:00,,0.0
25-151,28,FIT,Weld all Outside Seams,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 07:00:00,2026-04-09 09:00:00,,0.0
25-151,29,MOVE TANK,Move Tank to Detail Rolls,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 09:00:00,2026-04-09 10:00:00,,0.0
25-151,30,FIT,Install Support Parts,0.0,4.0,4.0,0.0,2.0,0.0,80.0,0.0,62.0,184.0,142.6,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-17 06:00:00,2026-04-09 12:00:00,2026-03-17 06:00:00,2.0
25-151,31,FIT,Set Nozzles in Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 12:00:00,2026-04-09 13:00:00,,0.0
25-151,32,FIT,Weld Shell Nozz & M/Ws,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 13:00:00,2026-04-09 16:30:00,,0.0
25-151,33,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 06:00:00,2026-04-10 07:00:00,,0.0
25-151,34,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 07:00:00,2026-04-10 08:00:00,,0.0
25-151,35,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 08:00:00,2026-04-10 08:00:00,,0.0
25-151,36,INSPECTION,ASME Inspection Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 08:00:00,2026-04-10 08:00:00,,0.0
25-151,37,MOVE TANK,Move to Shop Test Area,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 08:00:00,2026-04-10 09:00:00,,0.0
25-151,38,FINISHING,Test Tank,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 09:00:00,2026-04-10 13:00:00,,0.0
25-151,39,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:00:00,2026-04-10 13:00:00,,0.0
25-151,40,INSPECTION,ASME Inspection Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:00:00,2026-04-10 13:00:00,,0.0
25-151,41,FINISHING,Clean Tank Complete,0.0,5.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:00:00,2026-04-13 10:00:00,,0.0
25-151,42,INSPECTION,QC Inspection - Clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 10:00:00,2026-04-13 10:00:00,,0.0
25-151,43,FINISHING,Prepare Tank for Shipment,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 10:00:00,2026-04-13 11:00:00,,0.0
25-151,44,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 11:00:00,2026-04-13 11:00:00,,0.0
25-151,45,SHIPPING,Load on Truck,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 11:00:00,2026-04-13 12:00:00,,0.0
25-152,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-152,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-152,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,2.0,2.0,0.0,0.5,0.0,40.0,0.0,12.5,92.0,28.75,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-04 06:00:00,2026-04-06 07:30:00,2026-02-04 06:00:00,0.5
25-152,3,PRE FAB,Build Nozzles-Weld,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-06 07:30:00,2026-04-06 11:30:00,,0.0
25-152,4,PRE FAB,Cut Parts on Burn Table,0.0,6.0,6.0,0.0,2.5,0.0,120.0,0.0,90.0,276.0,171.35,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-18 06:00:00,2026-04-06 15:30:00,2026-02-18 06:00:00,2.5
25-152,5,PRE FAB,Clean & Prep Parts,0.0,3.0,3.0,0.0,1.0,0.0,60.0,0.0,25.0,138.0,57.5,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-12 06:00:00,2026-04-07 07:00:00,2026-03-12 06:00:00,1.0
25-152,6,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 07:00:00,2026-04-07 08:00:00,,0.0
25-152,7,PRE FAB,Fab Miscellaneous Parts,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,58.0,92.0,133.4,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-09 06:00:00,2026-04-07 08:00:00,2026-02-09 06:00:00,2.0
25-152,8,PRE FAB,Misc Fabrication,0.0,2.0,2.0,0.0,1.0,0.0,40.0,0.0,27.0,92.0,62.1,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-18 06:00:00,2026-04-07 09:00:00,2026-02-18 06:00:00,1.0
25-152,9,PRE FAB,Wrap Top & Bottom Heads,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 09:00:00,2026-04-07 10:00:00,,0.0
25-152,10,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 10:00:00,2026-04-07 10:00:00,,0.0
25-152,11,PRE FAB,"BI, SQ, T&C Shells",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 10:00:00,2026-04-07 11:00:00,,0.0
25-152,12,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,3.0,3.0,0.0,2.0,0.0,60.0,0.0,83.0,138.0,148.35,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-27 06:00:00,2026-04-07 12:00:00,2026-02-27 06:00:00,2.0
25-152,13,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 12:00:00,2026-04-07 12:00:00,,0.0
25-152,14,PRE FAB,Set Nozzles & Lugs - Top,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 12:00:00,2026-04-07 13:00:00,,0.0
25-152,15,PRE FAB,Weld Nozzles - Top Head,0.0,3.0,3.0,0.0,1.0,0.0,60.0,0.0,25.0,138.0,57.5,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-09 06:00:00,2026-04-07 15:30:00,2026-03-09 06:00:00,1.0
25-152,16,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 15:30:00,2026-04-07 15:30:00,,0.0
25-152,17,PRE FAB,Set Nozzles - Bottom Head,0.0,1.0,1.0,0.0,0.5,0.0,20.0,0.0,15.5,46.0,35.65,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-19 06:00:00,2026-04-07 16:00:00,2026-03-19 06:00:00,0.5
25-152,18,PRE FAB,Weld Nozzles - Bot. Head,0.0,1.0,1.0,0.0,0.5,0.0,20.0,0.0,15.5,46.0,35.65,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-19 06:00:00,2026-04-07 16:30:00,2026-03-19 06:00:00,0.5
25-152,19,PRE FAB,"Bld Skirt, Roll & Tack",0.0,2.0,2.0,0.0,0.5,0.0,40.0,0.0,18.5,92.0,42.55,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-25 06:00:00,2026-04-08 07:30:00,2026-02-25 06:00:00,0.5
25-152,20,FIT,"Bld Skirt, Fit Anchor/Gst",0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,40.5,46.0,62.1,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-04-03 06:47:00,2026-04-08 07:30:00,,1.0
25-152,21,FIT,"Weld Skirt Nozzles, Etc.",0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,40.5,46.0,62.1,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-04-03 07:47:00,2026-04-08 07:30:00,,1.0
25-152,22,INSPECTION,ASME Hold Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 07:30:00,2026-04-08 07:30:00,,0.0
25-152,23,FIT,Fit Bottom Head to Shell,0.0,4.0,4.0,0.0,1.5,0.0,80.0,0.0,46.5,184.0,106.95,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-16 06:00:00,2026-04-08 10:00:00,2026-03-16 06:00:00,1.5
25-152,24,FIT,Install Baffles-Weld,0.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 10:00:00,2026-04-08 16:30:00,,0.0
25-152,25,FIT,Install Internal Parts,0.0,3.0,3.0,0.0,0.5,0.0,60.0,0.0,12.5,138.0,28.75,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-02 06:00:00,2026-04-09 08:30:00,2026-03-02 06:00:00,0.5
25-152,26,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 08:30:00,2026-04-09 08:30:00,,0.0
25-152,27,FIT,Fit Top to Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 08:30:00,2026-04-09 09:30:00,,0.0
25-152,28,FIT,Weld all Outside Seams,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 09:30:00,2026-04-09 11:30:00,,0.0
25-152,29,MOVE TANK,Move Tank to Detail Rolls,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 11:30:00,2026-04-09 12:30:00,,0.0
25-152,30,FIT,Install Support Parts,0.0,4.0,4.0,0.0,3.0,0.0,80.0,0.0,93.0,184.0,213.9,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-03-16 06:00:00,2026-04-09 13:30:00,2026-03-16 06:00:00,3.0
25-152,31,FIT,Set Nozzles in Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 13:30:00,2026-04-09 15:00:00,,0.0
25-152,32,FIT,Weld Shell Nozz & M/Ws,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 15:00:00,2026-04-10 07:30:00,,0.0
25-152,33,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 07:30:00,2026-04-10 08:30:00,,0.0
25-152,34,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 08:30:00,2026-04-10 09:30:00,,0.0
25-152,35,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 09:30:00,2026-04-10 09:30:00,,0.0
25-152,36,INSPECTION,ASME Inspection Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 09:30:00,2026-04-10 09:30:00,,0.0
25-152,37,MOVE TANK,Move to Shop Test Area,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 09:30:00,2026-04-10 10:30:00,,0.0
25-152,38,FINISHING,Test Tank,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 10:30:00,2026-04-13 06:30:00,,0.0
25-152,39,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 06:30:00,2026-04-13 06:30:00,,0.0
25-152,40,INSPECTION,ASME Inspection Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 06:30:00,2026-04-13 06:30:00,,0.0
