25-189,VERTCORP,BUFFER TANK 66 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-190,VERTCORP,BUFFER TANK 67 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-191,VERTCORP,BUFFER TANK 68 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-192,VERTCORP,BUFFER TANK 69 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-193,VERTCORP,BUFFER TANK 70 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-194,VERTCORP,BUFFER TANK 71 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-195,VERTCORP,BUFFER TANK 72 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-196,VERTCORP,BUFFER TANK 73 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-197,VERTCORP,BUFFER TANK 74 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-198,VERTCORP,BUFFER TANK 75 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-199,VERTCORP,BUFFER TANK 76 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-200,VERTCORP,BUFFER TANK 77 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-201,VERTCORP,BUFFER TANK 78 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-202,VERTCORP,BUFFER TANK 79 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-203,VERTCORP,BUFFER TANK 80 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-204,VERTCORP,BUFFER TANK 81 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-205,VERTCORP,BUFFER TANK 82 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-206,VERTCORP,BUFFER TANK 83 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-207,VERTCORP,BUFFER TANK 84 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-208,VERTCORP,BUFFER TANK 85 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-209,VERTCORP,BUFFER TANK 86 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-210,VERTCORP,BUFFER TANK 87 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-211,VERTCORP,BUFFER TANK 88 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-212,VERTCORP,BUFFER TANK 89 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-213,VERTCORP,BUFFER TANK 90 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-214,VERTCORP,BUFFER TANK 91 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-215,VERTCORP,BUFFER TANK 92 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-216,VERTCORP,BUFFER TANK 93 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-217,VERTCORP,BUFFER TANK 94 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
